id,geom
0,"LINESTRING (-122.4196302 37.8019952,-122.4196104 37.8019957,-122.4195397 37.8019977,-122.4195324 37.8019983,-122.4195245 37.8019995,-122.4195162 37.8020015,-122.4195086 37.8020041,-122.4195015 37.8020073,-122.4194949 37.8020111,-122.4194886 37.8020157,-122.4194836 37.8020202,-122.4194241 37.8020754,-122.4194176 37.8020809,-122.4194103 37.8020858,-122.419402 37.8020898,-122.4193933 37.8020926,-122.419383 37.8020947,-122.4193727 37.8020953,-122.4193628 37.8020948,-122.4193534 37.8020935,-122.4193437 37.8020908,-122.4193351 37.8020874,-122.4193263 37.8020831,-122.4193185 37.8020784,-122.4193118 37.8020731,-122.4192561 37.8020192,-122.41925 37.8020142,-122.4192431 37.8020096,-122.4192355 37.8020058,-122.4192272 37.8020024,-122.4192182 37.8019997,-122.4192099 37.8019981,-122.4192009 37.8019972,-122.4191909 37.8019972,-122.4191816 37.8019989,-122.4191728 37.8020018,-122.4191647 37.8020053,-122.4191571 37.80201,-122.4191507 37.8020154,-122.4191454 37.8020214,-122.4191412 37.8020275,-122.4191378 37.8020342,-122.4191096 37.8020988,-122.4191063 37.8021053,-122.4191021 37.8021114,-122.4190971 37.8021171,-122.4190906 37.8021227,-122.4190833 37.8021275,-122.4190751 37.8021315,-122.4190664 37.8021343,-122.419056 37.8021363,-122.4190457 37.802137,-122.4190358 37.8021365,-122.4190263 37.8021352,-122.4190166 37.8021325,-122.419008 37.8021292,-122.4189993 37.8021248,-122.4189915 37.8021201,-122.4189847 37.8021146,-122.4189284 37.8020608,-122.4189223 37.8020559,-122.4189149 37.8020513,-122.4189073 37.8020474,-122.418899 37.802044,-122.4188901 37.8020414,-122.4188817 37.8020397,-122.4188718 37.8020387,-122.4188627 37.8020389,-122.4188535 37.8020405,-122.4188446 37.8020434,-122.4188365 37.802047,-122.418829 37.8020517,-122.4188226 37.8020571,-122.4188173 37.8020631,-122.4188128 37.8020693,-122.4188091 37.802076,-122.4187809 37.8021405,-122.4187775 37.8021471,-122.4187733 37.8021532,-122.4187683 37.8021588,-122.4187618 37.8021644,-122.4187545 37.8021692,-122.4187463 37.8021732,-122.4187376 37.802176,-122.4187274 37.802178,-122.4187169 37.8021787,-122.418707 37.8021782,-122.4186976 37.8021769,-122.4186879 37.8021742,-122.4186793 37.8021709,-122.4186705 37.8021665,-122.4186629 37.8021618,-122.4186559 37.8021564,-122.4185996 37.8021026,-122.4185934 37.8020976,-122.4185861 37.8020929,-122.4185785 37.8020891,-122.4185702 37.8020857,-122.4185613 37.8020831,-122.418553 37.8020814,-122.418543 37.8020804,-122.4185339 37.8020807,-122.4185248 37.8020822,-122.4185159 37.8020851,-122.4185078 37.8020886,-122.4185003 37.8020933,-122.4184939 37.8020988,-122.4184886 37.8021047,-122.4184841 37.802111,-122.4184803 37.8021178,-122.4184521 37.8021823,-122.418449 37.8021888,-122.4184451 37.8021949,-122.4184402 37.8022005,-122.4184337 37.8022061,-122.4184264 37.8022109,-122.4184181 37.8022149,-122.4184094 37.8022177,-122.4183992 37.8022197,-122.4183888 37.8022204,-122.4183789 37.8022199,-122.4183694 37.8022186,-122.4183597 37.8022159,-122.4183511 37.8022126,-122.4183424 37.8022082,-122.4183347 37.8022033,-122.4183285 37.802198,-122.4182722 37.8021442,-122.4182662 37.8021392,-122.4182589 37.8021345,-122.4182513 37.8021307,-122.418243 37.8021273,-122.4182341 37.8021246,-122.4182258 37.802123,-122.4182158 37.802122,-122.4182067 37.8021222,-122.4181976 37.8021238,-122.4181887 37.8021267,-122.4181806 37.8021302,-122.4181731 37.8021349,-122.4181664 37.8021419,-122.4181304 37.8021921,-122.4181229 37.8021999,-122.4181136 37.8022062,-122.4181037 37.8022102,-122.4180923 37.802213,-122.4180807 37.8022151,-122.4180519 37.8022175,-122.4180225 37.8022187,-122.4179869 37.8022186)"
