,node_id,lon,lat
282,65331047,-122.5066844,37.7402943
283,266184983,-122.4484539,37.6493665
284,65419411,-122.4631565,37.6860742
285,65315013,-122.4575403,37.7308659
286,763597196,-122.4949172,37.7822373
287,1167787208,-122.4430114,37.7641961
288,1367850442,-122.4826244,37.6885468
289,880011984,-122.424306,37.617729
290,1037911905,-122.4656862,37.6903462
291,260328929,-122.4849161,37.6565785
292,1792795195,-122.3959273,37.7824022
293,764867696,-122.4739797,37.632617
294,65357046,-122.3979864,37.7540051
295,65497888,-122.4008458,37.6620302
296,260118044,-122.4186311,37.7728419
297,4034158505,-122.4613692,37.7555285
298,1366486204,-122.4824755,37.7023825
299,3830586415,-122.4951755,37.7535422
300,314133991,-122.4950558,37.6922142
301,1367298230,-122.4957516,37.6980636
302,2630856850,-122.5025249,37.735375
303,3645308400,-122.4682822,37.7373911
304,263080787,-122.4406636,37.60413
305,4019576783,-122.4090427,37.7996582
306,4911336787,-122.44036,37.6747593
307,65368269,-122.39667,37.734253
308,65326567,-122.410943,37.732044
309,364488280,-122.3789534,37.7157993
310,4025603877,-122.5021173,37.7650802
311,4018840060,-122.4170746,37.7804727
312,2583102387,-122.5042217,37.7358351
313,295506145,-122.4600943,37.7661587
314,65298585,-122.4598989,37.7278335
315,725320821,-122.4275556,37.8057401
316,1682972946,-122.3820027,37.7432021
317,65495372,-122.4666657,37.6606913
318,3717633665,-122.4694196,37.8040378
319,65365154,-122.4568268,37.7715234
320,268235499,-122.3856475,37.768307
321,2270488173,-122.4663483,37.6893386
322,2317760422,-122.4567422,37.7380601
323,2320396530,-122.4389229,37.7357049
324,4070650109,-122.4840551,37.7107694
325,65297326,-122.4410453,37.8038615
326,4022924683,-122.4669692,37.7733548
327,65282185,-122.4048807,37.768536
328,258911599,-122.46001,37.7811617
329,5261380324,-122.499792,37.7419945
330,262917923,-122.4697062,37.6298672
331,65292579,-122.4553711,37.7586555
332,65451991,-122.4690525,37.6504029
333,3569285195,-122.455238,37.6456768
334,4009068076,-122.4389791,37.8039698
335,767802000,-122.3969014,37.7681259
336,645557712,-122.3903674,37.7864094
337,65315442,-122.455731,37.7839781
338,4489615919,-122.3962898,37.6549132
339,260437324,-122.4533076,37.6602049
340,4759501719,-122.4219662,37.7894444
341,253285480,-122.4018348,37.6294177
342,636389103,-122.4705481,37.7563783
343,2317999407,-122.4493937,37.7338685
344,386842555,-122.3995002,37.7317801
345,741987326,-122.4965438,37.8317349
346,3722672089,-122.4518095,37.7993014
347,1656918480,-122.4476119,37.6636292
348,2299420149,-122.3929471,37.6145778
349,65330472,-122.410441,37.744918
350,1378125517,-122.4229246,37.7008415
351,65522734,-122.4312358,37.6452838
352,4014184983,-122.4489628,37.7821532
353,262079357,-122.4497525,37.6448963
354,65287288,-122.4552749,37.7746873
355,65290182,-122.388393,37.787105
356,3257868403,-122.4907524,37.6619633
357,286112019,-122.4890501,37.6286724
358,315421272,-122.4748219,37.7196636
359,65311250,-122.4648007,37.7117746
360,1777579543,-122.4672777,37.7225712
361,65420412,-122.4378146,37.6550469
362,262078905,-122.4418764,37.6222207
363,767844480,-122.3986813,37.7192483
364,65401847,-122.4587353,37.6513947
365,65398789,-122.4812271,37.6909594
366,65362465,-122.472721,37.721516
367,65304460,-122.4987118,37.7645511
368,65440910,-122.4921369,37.6358888
369,1972383026,-122.4269795,37.7468167
370,4177105016,-122.414898,37.7869043
371,4023078342,-122.4528582,37.784699
372,65309098,-122.4809497,37.7928499
373,3999863365,-122.4109983,37.6298617
374,4044913467,-122.4113661,37.7399109
375,1792772894,-122.4573118,37.8028011
376,65315504,-122.4069977,37.77007
377,1111549883,-122.3768409,37.8266207
378,305042111,-122.489711,37.628584
379,65484377,-122.4588409,37.6974926
380,3998231575,-122.4792933,37.6757405
381,2961623545,-122.4740356,37.8071848
382,298938955,-122.3921565,37.7574797
383,434643121,-122.4228014,37.6144245
384,4757430201,-122.4416515,37.7859845
385,298603259,-122.466141,37.601911
386,65450308,-122.4933765,37.6966511
387,612713663,-122.4799208,37.7150451
388,4087548436,-122.4082776,37.7180504
389,262078867,-122.4439899,37.6249782
390,65371012,-122.462734,37.79461
391,4036026180,-122.4941043,37.7700827
392,260193246,-122.38816,37.7814445
393,1157539983,-122.472456,37.750684
394,65299816,-122.395058,37.731055
395,432620309,-122.4400525,37.6986948
396,65328829,-122.4840119,37.7720397
397,65371474,-122.420366,37.729621
398,763662526,-122.3884136,37.7892378
399,300514927,-122.4179484,37.770702
400,1501430208,-122.4538594,37.7447875
401,4910203328,-122.4456947,37.7559259
402,65413438,-122.4498039,37.6204739
403,65341671,-122.4636008,37.7277376
404,65336961,-122.4079135,37.7940653
405,3998142592,-122.3983652,37.6391764
406,65334567,-122.4397539,37.732368
407,764844166,-122.4240543,37.7349867
408,65455736,-122.4256285,37.664289
409,65292747,-122.431109,37.7920153
410,434339863,-122.388598,37.6769879
411,65299375,-122.4144036,37.7978856
412,65320287,-122.511215,37.7734445
413,2320396550,-122.4323859,37.7394729
414,65303118,-122.4260997,37.7093696
415,2318037250,-122.4423702,37.7443704
416,65309414,-122.4680455,37.8003322
417,1601995398,-122.4785149,37.7274229
418,4019097607,-122.4105287,37.8070074
419,65459667,-122.4527841,37.6584178
420,263024179,-122.4478144,37.5961145
421,1367516746,-122.4865546,37.6955966
422,65316034,-122.4772578,37.763567
423,65346021,-122.4621285,37.7412694
424,65350424,-122.383883,37.733534
425,65359729,-122.3831506,37.7358805
426,263024657,-122.4570569,37.6028075
427,5200831754,-122.3987735,37.6330221
428,1711296862,-122.452293,37.7281851
429,65372029,-122.4444423,37.7811647
430,65362769,-122.4504931,37.7409127
431,661943215,-122.4011911,37.6411252
432,1366507908,-122.4853238,37.7021827
433,1656918689,-122.4382555,37.6540073
434,880184816,-122.44461,37.6429152
435,260417273,-122.4447417,37.628283
436,904886236,-122.4412085,37.6252523
437,1677788992,-122.409916,37.7595137
438,262080690,-122.4696475,37.6749137
439,764845061,-122.4223283,37.7338561
440,5020515781,-122.4683312,37.7110043
441,259395097,-122.3950909,37.7670742
442,2317961373,-122.4454411,37.7395346
443,65307119,-122.382817,37.7365622
444,1367517850,-122.474212,37.7041343
445,2377697896,-122.473364,37.6122317
446,904951063,-122.4561454,37.633517
447,4931688229,-122.423128,37.794641
448,1606434280,-122.4720067,37.7345401
449,880127762,-122.4199093,37.6339734
450,4086113522,-122.4722732,37.7894026
451,303698824,-122.4295694,37.625755
452,275427305,-122.4937722,37.7864641
453,293847072,-122.4168074,37.6144656
454,65356435,-122.403611,37.741476
455,4490922395,-122.4264451,37.742107
456,314132952,-122.4735626,37.7043049
457,1682972811,-122.3869042,37.744929
458,65484529,-122.4472597,37.6606615
459,65370795,-122.4674627,37.7457867
460,65362354,-122.401805,37.773428
461,1607089643,-122.470707,37.7155049
462,3646856997,-122.463909,37.7494808
463,65472499,-122.4827385,37.707075
464,4022970355,-122.5014069,37.7792844
465,2318058018,-122.450465,37.7417707
466,298603308,-122.4740088,37.6036755
467,919413017,-122.4826723,37.6697775
468,763662726,-122.3910621,37.792632
469,65291870,-122.4218225,37.7236407
470,65477133,-122.451377,37.6870606
471,1656918742,-122.432685,37.6533733
472,253282149,-122.4187773,37.6343903
473,1511324767,-122.4552505,37.7682967
474,65329998,-122.4745048,37.7202544
475,1582859570,-122.4157877,37.7913122
476,258964500,-122.3895273,37.737935
477,880154782,-122.4019512,37.6325527
478,65321917,-122.399779,37.753165
479,65341481,-122.4055768,37.744996
480,767827813,-122.3962387,37.713333
481,298270502,-122.4040151,37.7480806
482,904989064,-122.4534248,37.6468459
483,65322739,-122.4560409,37.7114288
484,253100291,-122.4789984,37.6532564
485,752206870,-122.448093,37.753597
486,2278938386,-122.4483368,37.6681497
487,764840945,-122.4482798,37.7223567
488,259408349,-122.4050496,37.7310933
489,2296695283,-122.4021247,37.653014
490,5020798553,-122.4707255,37.6844953
491,65455334,-122.4744872,37.6903926
492,257494305,-122.4755614,37.6804397
493,293845005,-122.3881688,37.60823
494,904894762,-122.43828,37.6240297
495,65312312,-122.4298907,37.7385316
496,904967175,-122.4592618,37.6323355
497,4023103656,-122.441615,37.782263
498,65284632,-122.44784,37.7206605
499,3458426432,-122.4818705,37.724182
500,767806612,-122.3931584,37.7637124
501,4034157917,-122.4599046,37.7557041
502,1160599303,-122.486661,37.7368574
503,65306985,-122.421031,37.771008
504,65322314,-122.4195696,37.7521798
505,260416496,-122.4482421,37.6408884
506,315703710,-122.4323558,37.7082894
507,263575956,-122.4588677,37.6133446
508,65287960,-122.4166011,37.7454683
509,1718784389,-122.4463067,37.7206053
510,4023324356,-122.4805885,37.7717274
511,1386857104,-122.4235192,37.7209273
512,1386857001,-122.4226937,37.7206216
513,3051431096,-122.4471303,37.7549699
514,65289879,-122.5045753,37.7670624
515,452944088,-122.4746436,37.6129677
516,4036026454,-122.4913987,37.7665939
517,3390505177,-122.488221,37.6364789
518,1930267599,-122.4821322,37.7729292
519,4008988293,-122.4389357,37.8030644
520,65317498,-122.413794,37.7336552
521,4285672939,-122.4649501,37.7262857
522,4730235229,-122.4335029,37.7955161
523,65505294,-122.473398,37.6619712
524,441295098,-122.4924891,37.6299379
525,3978836009,-122.4805035,37.7807747
526,435862059,-122.4983314,37.6056485
527,65471698,-122.4353779,37.639945
528,704662267,-122.4655005,37.6671304
529,4074856860,-122.4020532,37.7057318
530,110352836,-122.5072367,37.8262214
531,65321791,-122.4736636,37.7214096
532,4036026341,-122.4589623,37.7732458
533,65321042,-122.3998255,37.7302921
534,260417013,-122.4479753,37.6293604
535,4064695874,-122.4945676,37.7301799
536,315424282,-122.4812642,37.7210163
537,65304880,-122.4779174,37.7913329
538,4302065294,-122.4889405,37.7379183
539,4183593065,-122.4125608,37.7706873
540,2270549342,-122.4193326,37.6300518
541,1974590920,-122.4216316,37.753651
542,2315778329,-122.465376,37.730394
543,65287479,-122.451438,37.752441
544,4034158535,-122.460488,37.7538833
545,261560543,-122.4046839,37.6660978
546,65462042,-122.4596604,37.6553469
547,2323791582,-122.4591295,37.7452301
548,265666673,-122.4028123,37.7569926
549,4044910935,-122.4704172,37.7533198
550,1693400244,-122.3855012,37.6282742
551,259539704,-122.542437,37.8338249
552,3999862191,-122.3914635,37.6891611
553,286100268,-122.4756564,37.671683
554,262078985,-122.4344121,37.8000116
555,2315555388,-122.4228769,37.7710143
556,4944626965,-122.4455566,37.6574591
557,266638213,-122.4465165,37.6868169
558,2961623557,-122.4654995,37.8033535
559,906466140,-122.4294615,37.6072939
560,5287405715,-122.428335,37.7848412
561,65495072,-122.4540755,37.6920544
562,1723564043,-122.4348682,37.7627849
563,2757392603,-122.442879,37.701562
564,65376058,-122.448809,37.795078
565,266637062,-122.454831,37.6814856
566,763588577,-122.4968084,37.7861885
567,65283730,-122.4086317,37.7704608
568,2315778174,-122.4657607,37.7381931
569,4025603872,-122.4701867,37.7692322
570,3999887266,-122.4693599,37.6868889
571,1614214653,-122.4399908,37.7450047
572,4070650107,-122.4835244,37.7086095
573,2435668176,-122.394302,37.6640938
574,65309555,-122.4844774,37.7763062
575,65349453,-122.403186,37.741886
576,295505887,-122.4599141,37.7661607
577,65299283,-122.4000814,37.7996852
578,3972031565,-122.4789154,37.6691496
579,461330432,-122.4605479,37.7594867
580,2624373726,-122.4426952,37.7291225
581,65398125,-122.3931411,37.6056786
582,65359683,-122.386874,37.7365252
583,2299432632,-122.3928516,37.6136815
584,1260360922,-122.4078489,37.7732981
585,157307803,-122.4244001,37.6303573
586,286110212,-122.4853342,37.6228193
587,4047651058,-122.4852908,37.7350647
588,260396283,-122.454535,37.6387167
589,335614456,-122.3957519,37.6050516
590,761881898,-122.5001698,37.7855132
591,4045366525,-122.404004,37.7585579
592,65309366,-122.4653753,37.8006465
593,32927582,-122.4492522,37.7158729
594,3717633550,-122.4682761,37.8024749
595,529842496,-122.4106453,37.6001623
596,263080453,-122.4440861,37.6192773
597,2614974266,-122.4289856,37.7459682
598,364486636,-122.3791422,37.709118
599,1655227357,-122.4638942,37.6713971
600,1431884901,-122.4032693,37.6120609
601,65424513,-122.4125532,37.6127723
602,435869985,-122.4850276,37.6193964
603,3999411796,-122.4566177,37.6920867
604,767802458,-122.3964883,37.7677919
605,4974925852,-122.4835603,37.7069189
606,65300069,-122.3968469,37.7821144
607,1157539384,-122.4718294,37.7511509
608,65371692,-122.395963,37.711836
609,5316315179,-122.446999,37.7229174
610,2914847059,-122.381239,37.7419059
611,65293133,-122.4844103,37.744541
612,65312056,-122.410115,37.739755
613,2027231756,-122.4383629,37.7486458
614,2630856835,-122.4975552,37.7337679
615,260326228,-122.4938849,37.699875
616,2270293426,-122.4080108,37.6224569
617,4720933150,-122.4180048,37.7775245
618,65305027,-122.4385681,37.7518327
619,65309459,-122.46989,37.8053469
620,1196717424,-122.4742346,37.7265409
621,4828619453,-122.4527359,37.7731016
622,65334565,-122.4362598,37.7323847
623,2819579966,-122.4155749,37.7556359
624,3013608179,-122.4147235,37.742365
625,2317999441,-122.4483481,37.7342791
626,1378125357,-122.4166633,37.7053625
627,260452821,-122.437057,37.7065966
628,305336444,-122.4857588,37.6694246
629,65297136,-122.481591,37.7502809
630,2624398975,-122.472648,37.7564418
631,65320533,-122.5082075,37.7509738
632,4023155492,-122.446699,37.7866356
633,65284461,-122.440968,37.726689
634,3385519239,-122.4111294,37.6297225
635,65326494,-122.4311304,37.7318119
636,3569285252,-122.4605459,37.6472981
637,65515903,-122.4605408,37.655366
638,259404172,-122.4849029,37.7237075
639,4104469911,-122.4284174,37.6674161
640,2318037257,-122.4393199,37.740135
641,4023017974,-122.486404,37.7881179
642,767773975,-122.4046484,37.7311567
643,65336873,-122.4419864,37.779483
644,65300353,-122.3965157,37.7207539
645,1608425006,-122.4186846,37.6956503
646,3972154595,-122.4544394,37.6320242
647,1738872766,-122.4752926,37.6707849
648,1050206548,-122.4114033,37.6215346
649,1378125410,-122.4219175,37.7030886
650,65317961,-122.4245028,37.7843557
651,4763953415,-122.4182859,37.7618334
652,3722724711,-122.456663,37.8027983
653,65320899,-122.4653323,37.7305783
654,65310964,-122.4284828,37.731405
655,1735964622,-122.460782,37.7302399
656,65373502,-122.4017948,37.8040766
657,65311350,-122.4224454,37.7318999
658,258912623,-122.4954918,37.7646043
659,1792795198,-122.3973558,37.7816224
660,65288741,-122.4580652,37.7541462
661,4904399430,-122.4077415,37.6804494
662,906465518,-122.4294734,37.6071009
663,5318198817,-122.4078347,37.7842012
664,260437247,-122.4519858,37.6613803
665,2317760680,-122.459389,37.7371411
666,65367119,-122.4422476,37.7539002
667,298603267,-122.46831,37.602714
668,4071049867,-122.4835046,37.7271098
669,65518977,-122.4509451,37.6632399
670,4524196403,-122.3656708,37.8092216
671,1367505960,-122.4981462,37.7055893
672,302963908,-122.501934,37.728958
673,1602007309,-122.4782995,37.7260581
674,904947983,-122.4720391,37.6475499
675,1379850249,-122.4195477,37.632675
676,2286975849,-122.395837,37.6393426
677,65340505,-122.4704355,37.753589
678,905068226,-122.4485003,37.6205461
679,904894063,-122.4380467,37.627297
680,260333929,-122.4353739,37.707973
681,4184885042,-122.3814961,37.7337592
682,65397154,-122.4282068,37.6307114
683,65346910,-122.388855,37.72998
684,322065371,-122.3959207,37.7348891
685,1655404407,-122.453473,37.6709063
686,4018939185,-122.4368145,37.7700246
687,65450925,-122.4184013,37.6716735
688,1696912119,-122.426157,37.6020398
689,259407148,-122.4084287,37.7360225
690,724028652,-122.4254884,37.8062636
691,1367850372,-122.4884485,37.6915141
692,2802825839,-122.4082692,37.7481267
693,4044911180,-122.4703232,37.755491
694,3714586934,-122.4685521,37.7693983
695,1583149831,-122.4964249,37.762626
696,65324772,-122.4969811,37.7552128
697,2819579956,-122.4133206,37.7558445
698,4783986986,-122.4563919,37.7791008
699,1655404487,-122.4532092,37.6548795
700,65467421,-122.3929806,37.6573887
701,880271916,-122.4277857,37.6031172
702,65302174,-122.4123782,37.7574362
703,4784302666,-122.4300794,37.7798093
704,1712504440,-122.4384924,37.7315433
705,1655404539,-122.4488542,37.6643449
706,4184253079,-122.4854124,37.6689731
707,2318037165,-122.4450624,37.7353139
708,2262493158,-122.406157,37.6566032
709,3852868021,-122.3912032,37.7529499
710,267299766,-122.4062809,37.6341437
711,258552979,-122.3943766,37.6133791
712,2760152250,-122.4939517,37.6415397
713,5311521808,-122.3937814,37.7815245
714,766932074,-122.4082406,37.7386797
715,880163801,-122.4033632,37.6297687
716,65349452,-122.4865015,37.6244577
717,2697215311,-122.4748134,37.6569048
718,65283293,-122.3912306,37.7521455
719,612032023,-122.4145701,37.7987784
720,287838597,-122.4470209,37.757461
721,1711296874,-122.4583657,37.7275862
722,65359537,-122.444338,37.7358095
723,2807993775,-122.4239016,37.7398938
724,65315653,-122.4152193,37.7940355
725,1249416363,-122.419104,37.6131914
726,1229920651,-122.4531778,37.7092375
727,904930436,-122.4307707,37.6194852
728,3065502901,-122.4272038,37.8054923
729,65330743,-122.4231196,37.7648432
