,node_id,lon,lat
0,3689016145,-122.4153675,37.6169768
1,65300986,-122.4160631,37.7360363
2,606178296,-122.3997438,37.6545246
3,2317760429,-122.4572026,37.7355726
4,4002287625,-122.4525502,37.8036221
5,1369525168,-122.4856352,37.6679047
6,65349791,-122.4837502,37.7128558
7,1656990407,-122.4837157,37.6247542
8,65353420,-122.3677876,37.8112154
9,440316679,-122.4544828,37.7107478
10,4066142114,-122.4089902,37.7466728
11,1815483653,-122.4630867,37.7114327
12,827282104,-122.4686696,37.7820118
13,286103930,-122.4922386,37.6449077
14,3999748759,-122.3928828,37.65665
15,2847297941,-122.3902025,37.7577444
16,3999121956,-122.4848626,37.7247526
17,4177166349,-122.4896798,37.7341763
18,1692529097,-122.4430678,37.7450363
19,2317662704,-122.4175138,37.7458994
20,4509833277,-122.3927368,37.7856287
21,65449516,-122.4165057,37.6118698
22,182405023,-122.3970535,37.6141737
23,65302403,-122.413144,37.733941
24,1735964730,-122.4606111,37.7303575
25,4104469907,-122.4279052,37.6462704
26,337242568,-122.4801978,37.6243732
27,303569547,-122.4466467,37.7553593
28,4014184979,-122.4442453,37.7825954
29,2270488242,-122.4651942,37.6920749
30,3997870854,-122.3981774,37.6544006
31,65309136,-122.4792243,37.7968851
32,432620294,-122.4376492,37.6971939
33,4071044685,-122.4838614,37.7268418
34,2512168942,-122.470986,37.7122598
35,2449940729,-122.4332571,37.7322579
36,4044864364,-122.4706053,37.7488637
37,298938893,-122.3885683,37.7480699
38,2270634606,-122.4231246,37.6258422
39,3065538634,-122.4725749,37.7618395
40,356719423,-122.4367862,37.7336951
41,65362246,-122.457089,37.79691
42,678276902,-122.4533434,37.7447183
43,1721494273,-122.4776561,37.791352
44,2496685858,-122.3970187,37.6779079
45,65300056,-122.3955329,37.7810653
46,65362026,-122.366362,37.718985
47,612765599,-122.3970267,37.796524
48,258910916,-122.4685851,37.7808949
49,65511039,-122.4762692,37.6124572
50,265671020,-122.426613,37.6087195
51,65307930,-122.4164057,37.740437
52,65336831,-122.4444889,37.7912162
53,4757825865,-122.4327403,37.7917357
54,65328203,-122.4296143,37.7770036
55,110353020,-122.48368,37.829511
56,1367850415,-122.4840382,37.690217
57,65355425,-122.4782178,37.7635246
58,4496150596,-122.3973935,37.7924207
59,65457634,-122.441287,37.6368899
60,65505761,-122.4623783,37.6574914
61,3717633619,-122.4693616,37.8039859
62,65332323,-122.4078488,37.7482571
63,4015831822,-122.4485535,37.7923438
64,3588409169,-122.4466107,37.6365383
65,1712572372,-122.4561378,37.7182763
66,5314600719,-122.4426407,37.6642698
67,905063317,-122.4498817,37.6228172
68,3717633634,-122.4695875,37.8044809
69,65505344,-122.4720545,37.6598696
70,1249416222,-122.418116,37.6133213
71,65408992,-122.4900721,37.7000882
72,461483332,-122.3851348,37.6149346
73,880121848,-122.4206296,37.6317524
74,303450506,-122.4060778,37.7363661
75,65295434,-122.4624574,37.7852729
76,2278965099,-122.4813746,37.6508629
77,3639714466,-122.434181,37.641341
78,1130257483,-122.4000465,37.7448311
79,1249019415,-122.3755063,37.8297078
80,1723563931,-122.4242554,37.7713101
81,1711296808,-122.4523615,37.7279194
82,1196705647,-122.4825713,37.7311629
83,1607049448,-122.4740639,37.7284985
84,315704157,-122.4323472,37.7061504
85,65368944,-122.4261812,37.7311238
86,65294667,-122.4588588,37.740603
87,65496189,-122.484353,37.6196313
88,906467300,-122.4302607,37.6075075
89,305336179,-122.485903,37.6701662
90,342659622,-122.4712345,37.7043558
91,65473987,-122.4697116,37.6933778
92,3714677161,-122.5102512,37.7659971
93,1249019402,-122.3731357,37.8296678
94,65306617,-122.4884301,37.7876369
95,4045528688,-122.4915949,37.7372745
96,65416942,-122.4698772,37.6363698
97,65290284,-122.4106286,37.7669019
98,919423154,-122.478641,37.6674612
99,263575509,-122.4565581,37.6070399
100,65477692,-122.4890335,37.6298687
101,65345739,-122.4513581,37.7488384
102,1088102134,-122.4058455,37.8065662
103,65317474,-122.41319,37.741761
104,110352986,-122.4873783,37.8315142
105,1735964751,-122.4594974,37.7307708
106,293847422,-122.3971929,37.615457
107,65310074,-122.4549602,37.7636538
108,2512168938,-122.4711971,37.7136104
109,65316464,-122.4171708,37.7963406
110,267592368,-122.3937268,37.6583835
111,3527108528,-122.4750869,37.7211899
112,906055302,-122.4021497,37.6529079
113,2278938387,-122.4423016,37.6638831
114,65341760,-122.4430613,37.7662392
115,65415993,-122.4912006,37.6985312
116,258467525,-122.4475486,37.782325
117,258911602,-122.4653648,37.7809187
118,1555295542,-122.4671302,37.7465435
119,2315675981,-122.4560062,37.732451
120,358289416,-122.4448923,37.7565923
121,65346689,-122.4657329,37.7489145
122,65287645,-122.4606277,37.7598648
123,880006797,-122.4191239,37.6140597
124,1260360870,-122.3996735,37.7792096
125,2808016585,-122.4462617,37.726179
126,65291792,-122.41441,37.7188834
127,257495878,-122.4771992,37.6881176
128,469718220,-122.4381709,37.743825
129,2263417764,-122.3906752,37.6747189
130,905063315,-122.4498468,37.622643
131,1066599578,-122.4618022,37.6367728
132,1677798438,-122.4114788,37.7688613
133,65398815,-122.4841806,37.6511801
134,1608473380,-122.4090608,37.6925807
135,4943835783,-122.4889983,37.6997514
136,65345487,-122.4783591,37.7911828
137,1501430196,-122.45574,37.7458236
138,1157539453,-122.465546,37.7475013
139,612718466,-122.4800355,37.7168666
140,5257236557,-122.4174318,37.776422
141,4025603859,-122.5056346,37.7662176
142,315355824,-122.4939967,37.7852883
143,315418884,-122.4699243,37.7241987
144,3951215665,-122.439724,37.7447472
145,754593379,-122.4508243,37.7537649
146,2971136827,-122.4888863,37.6564614
147,1723738965,-122.4019983,37.7887024
148,880048907,-122.4050417,37.6348638
149,65350039,-122.4260955,37.7328538
150,65305036,-122.4381847,37.7478309
151,1243966471,-122.5377205,37.8320324
152,1369716256,-122.4794735,37.6627649
153,1157539843,-122.4446175,37.7578491
154,1614214635,-122.4395255,37.7447783
155,4019269617,-122.4536335,37.7839536
156,65291809,-122.4148493,37.7203099
157,764840946,-122.4483292,37.7221071
158,65494696,-122.4539342,37.6577179
159,1682972841,-122.3833199,37.7436796
160,1719012958,-122.4270041,37.736155
161,65322997,-122.4629174,37.7668742
162,3971897363,-122.4763507,37.6612469
163,438868490,-122.3762505,37.8293435
164,110352795,-122.5189365,37.8266367
165,65373925,-122.3776028,37.8270511
166,65474173,-122.4459863,37.6411499
167,65438540,-122.4312401,37.66091
168,5024523348,-122.3986134,37.6634276
169,65336248,-122.4242447,37.7367513
170,4808718402,-122.4296612,37.7200348
171,767808060,-122.3929465,37.7646104
172,4037489061,-122.5105183,37.7686321
173,2317760296,-122.4570473,37.7360874
174,318299087,-122.4107198,37.7469448
175,65324869,-122.4400112,37.7605876
176,257493271,-122.4915355,37.6617488
177,65305533,-122.4414434,37.7486043
178,315354397,-122.4962197,37.7856953
179,4731768487,-122.4451424,37.7949134
180,65297069,-122.4841222,37.7867743
181,260436502,-122.4502606,37.6559988
182,1378418160,-122.3988493,37.6858803
183,65492953,-122.4224912,37.6710066
184,2377697915,-122.4753234,37.6125589
185,65441116,-122.4174624,37.611741
186,2325127259,-122.4692293,37.7367958
187,4069109502,-122.5017264,37.7264774
188,267455479,-122.4236109,37.7724293
189,3470334704,-122.4781916,37.7186758
190,65295435,-122.464586,37.785002
191,253282131,-122.4199201,37.6318798
192,1607049322,-122.4725935,37.7246516
193,4944625181,-122.4483817,37.6273651
194,65506626,-122.399744,37.6773315
195,65297600,-122.46555,37.752856
196,4403782616,-122.445593,37.7555597
197,65390999,-122.4955372,37.610518
198,4730235232,-122.4318291,37.7955802
199,65302289,-122.385476,37.735445
200,65444826,-122.4598864,37.6905474
201,65434538,-122.4132569,37.7063408
202,65291284,-122.4095,37.741316
203,267782660,-122.4101952,37.6239592
204,5314600627,-122.4132972,37.637121
205,65293948,-122.470226,37.7582599
206,65412991,-122.4732715,37.6544133
207,3633482940,-122.4293204,37.6635279
208,904921585,-122.4297865,37.621138
209,1819433537,-122.4797151,37.7958039
210,2614974220,-122.4292623,37.7474837
211,262922137,-122.4570353,37.6310809
212,259543134,-122.518451,37.8329714
213,311187579,-122.4395891,37.7426688
214,258967501,-122.4847457,37.7183219
215,612773615,-122.4444165,37.7987423
216,5020515783,-122.4660512,37.7101514
217,2270588048,-122.4178933,37.623175
218,4941849314,-122.3923613,37.7404737
219,3989312897,-122.4034533,37.6291309
220,65473498,-122.4209842,37.6617783
221,3999210063,-122.4203846,37.749171
222,65344199,-122.4456664,37.7579453
223,65284085,-122.4695948,37.8035301
224,65329716,-122.471012,37.7989298
225,307850961,-122.4980896,37.7053907
226,4564819904,-122.4425059,37.7982117
227,65463987,-122.4565328,37.6926383
228,2261117250,-122.4069306,37.6546641
229,1119685669,-122.4004161,37.7190899
230,4062847076,-122.4793456,37.7339151
231,4941620833,-122.4036517,37.7697777
232,65347765,-122.4587518,37.7431815
233,1367298359,-122.4924686,37.6972053
234,589859690,-122.4637571,37.653483
235,2072465105,-122.4680083,37.7546522
236,4023078345,-122.452073,37.7855312
237,267293714,-122.3749793,37.6619257
238,314143515,-122.4712887,37.7123021
239,1500897574,-122.4060966,37.6790048
240,110413255,-122.5250914,37.8298548
241,4604442979,-122.4716248,37.7347013
242,4086043177,-122.4689632,37.7867418
243,65317236,-122.452219,37.794868
244,65305433,-122.3957605,37.7556386
245,2270549314,-122.4195041,37.6285555
246,3972323832,-122.4536667,37.6524496
247,1350266618,-122.3891606,37.7168058
248,3257876848,-122.4872934,37.6577955
249,919879943,-122.4789846,37.6801735
250,989839788,-122.4068292,37.6547049
251,4069107540,-122.5035708,37.7256191
252,880048911,-122.4045482,37.6351803
253,65429710,-122.4329651,37.707393
254,2318058074,-122.4487906,37.739944
255,4976717341,-122.4924409,37.6115192
256,880261287,-122.4267584,37.6036867
257,65317190,-122.4403277,37.8003033
258,65290227,-122.4019898,37.7764786
259,4757430269,-122.4472737,37.7890595
260,5287256274,-122.4241141,37.7834346
261,65335221,-122.4611357,37.7411878
262,612725907,-122.4710221,37.7122962
263,4189231210,-122.4641733,37.7638872
264,1698396860,-122.4075619,37.6498956
265,529895188,-122.4927884,37.6550728
266,1769072915,-122.4003646,37.6342583
267,263575463,-122.4532844,37.6106865
268,904966782,-122.4614398,37.6318299
269,65293878,-122.4407095,37.7343726
270,260453609,-122.4454112,37.7027415
271,263573552,-122.4498808,37.6123992
272,65330538,-122.4097493,37.7119549
273,266184572,-122.4360131,37.6481357
274,65416881,-122.4150529,37.625422
275,65471155,-122.3941878,37.6777717
276,2318037266,-122.4444146,37.7348206
277,65347308,-122.4719166,37.8032311
278,260341051,-122.4748445,37.6453889
279,65282657,-122.4074951,37.7367062
280,2445177281,-122.3678945,37.7284708
281,1738872723,-122.4754278,37.6708242
