,O,D,flow
6492,878,13344,1
6493,876,32933,1
6494,873,9022,1
6495,24147,36801,1
6496,22198,36449,1
6497,28826,6032,1
6498,18377,15474,1
6499,16755,6003,1
6500,16928,30081,1
6501,34805,31565,1
6502,1048,28188,1
6503,30636,8246,1
6504,4719,11925,1
6505,16952,11925,1
6506,22239,29492,1
6507,3030,35633,1
6508,3038,15090,1
6509,26547,3944,1
6510,22324,40962,1
6511,21076,18669,1
6512,7437,28896,1
6513,25848,14451,1
6514,15535,20391,1
6515,1488,26961,1
6516,11943,33359,1
6517,30702,16574,1
6518,6018,16224,1
6519,6019,10327,1
6520,40014,3150,1
6521,6259,21667,1
6522,27049,38174,1
6523,35546,4661,1
6524,28304,36176,1
6525,7169,5159,1
6526,7454,36462,1
6527,3671,11908,1
6528,1871,22829,1
6529,11440,8718,1
6530,17165,1574,1
6531,25765,6533,1
6532,41408,38053,1
6533,6391,22177,1
6534,22239,23206,1
6535,16950,3144,1
6536,3173,23878,1
6537,25440,13320,1
6538,12057,5166,1
6539,32353,18990,1
6540,18059,30823,1
6541,6039,30820,1
6542,653,38178,1
6543,19409,16800,1
6544,18840,34183,1
6545,16779,19799,1
6546,6077,6802,1
6547,10614,28778,1
6548,6820,41782,1
6549,5167,31855,1
6550,5354,10554,1
6551,16282,31391,1
6552,30063,11326,1
6553,30063,11443,1
6554,33983,17965,1
6555,31920,14408,1
6556,30054,25028,1
6557,37007,8783,1
6558,13028,26063,1
6559,19089,22822,1
6560,2662,14826,1
6561,27932,20904,1
6562,34609,27503,1
6563,7144,32940,1
6564,25134,10630,1
6565,32765,10472,1
6566,4575,15230,1
6567,31265,23989,1
6568,3633,16903,1
6569,6054,2007,1
6570,29497,11224,1
6571,30473,37197,1
6572,28878,16218,1
6573,40253,9582,1
6574,6032,3324,1
6575,12582,30511,1
6576,35250,23872,1
6577,10740,7363,1
6578,36242,29490,1
6579,9805,14538,1
6580,3732,7138,1
6581,30146,14716,1
6582,16611,18700,1
6583,41046,5740,1
6584,25750,39224,1
6585,29950,29976,1
6586,14470,23236,1
6587,4557,34120,1
6588,22813,19920,1
6589,3120,37689,1
6590,16406,26613,1
6591,20210,35348,1
6592,32521,26735,1
6593,9688,27164,1
6594,6259,14173,1
6595,34702,40686,1
6596,28679,29976,1
6597,31611,9004,1
6598,31611,33859,1
6599,37242,5681,1
6600,30021,18992,1
6601,36418,27518,1
6602,21597,21529,1
6603,13491,2013,1
6604,32744,23535,1
6605,17293,14033,1
6606,9003,7517,1
6607,9003,13646,1
6608,9001,4645,1
6609,9001,38009,1
6610,9001,38066,1
6611,10500,40683,1
6612,1960,552,1
6613,13972,20260,1
6614,15506,22235,1
6615,23105,12578,1
6616,10472,39761,1
6617,20968,5168,1
6618,3321,40406,1
6619,3403,15756,1
6620,3613,19624,1
6621,2283,7795,1
6622,20673,6823,1
6623,10472,6822,1
6624,10472,27387,1
6625,32438,7473,1
6626,41205,15245,1
6627,18830,17170,1
6628,8071,15475,1
6629,37476,5030,1
6630,549,7363,1
6631,23032,19353,1
6632,3632,20904,1
6633,27162,32122,1
6634,32511,8664,1
6635,28654,20103,1
6636,19663,32474,1
6637,18697,22766,1
6638,24903,12106,1
6639,36261,2767,1
6640,10992,17918,1
6641,16395,33983,1
6642,16395,3223,1
6643,16397,30059,1
6644,3562,20388,1
6645,13163,17269,1
6646,26980,36242,1
6647,40302,40687,1
6648,16778,11629,1
6649,28641,34731,1
6650,13546,7231,1
6651,17214,21206,1
6652,8999,3537,1
6653,25863,7007,1
6654,22855,13453,1
6655,27721,34733,1
6656,12548,23621,1
6657,27784,20466,1
6658,9008,3731,1
6659,30099,15268,1
6660,35827,6270,1
6661,10327,40406,1
6662,30542,16533,1
6663,16396,31336,1
6664,5276,11172,1
6665,33412,11911,1
6666,9000,11174,1
6667,15028,36996,1
6668,40678,28666,1
6669,37987,30504,1
6670,23291,33821,1
6671,19037,7073,1
6672,19040,7073,1
6673,7701,26097,1
6674,6797,19128,1
6675,4231,31578,1
6676,19658,26097,1
6677,13708,2414,1
6678,17862,27495,1
6679,26123,27873,1
6680,17193,31152,1
6681,20394,8696,1
6682,16491,23105,1
6683,10327,3263,2
6684,16491,3263,1
6685,25559,12276,1
6686,30570,3167,1
6687,2564,40683,1
6688,9423,7705,1
6689,4249,23238,1
6690,19690,19028,1
6691,34045,13699,1
6692,24988,14918,1
6693,38848,6660,1
6694,1147,39809,1
6695,31920,39789,1
6696,27788,3497,1
6697,30522,22331,1
6698,38492,10497,1
6699,6319,19921,1
6700,19173,18070,1
6701,12091,491,1
6702,18736,31336,1
6703,37850,17009,1
6704,8781,3263,1
6705,41281,6646,1
6706,11785,19399,1
6707,28283,7554,1
6708,21976,23233,1
6709,33244,14718,1
6710,19428,13987,1
6711,14756,9366,1
6712,13690,11802,1
6713,38009,35330,1
6714,20391,20919,1
6715,4941,39864,1
6716,36228,34285,1
6717,26120,11877,1
6718,40050,27151,1
6719,41241,12646,1
6720,22238,3150,1
6721,22179,30062,1
6722,34495,34013,1
6723,31248,28811,1
6724,18400,21352,1
6725,6380,13650,1
6726,24989,31362,1
6727,13474,18043,1
6728,32168,13201,1
6729,8656,13677,1
6730,32132,13783,1
6731,8656,12055,1
6732,26239,13184,1
6733,14743,1103,1
6734,14923,34045,1
6735,31440,8246,1
6736,6399,10970,1
6737,28664,35725,1
6738,14913,27856,1
6739,30544,7929,1
6740,27580,15258,1
6741,21672,32090,1
6742,27536,8668,1
6743,21526,34033,1
6744,35549,26573,1
6745,31612,11027,1
6746,18016,11922,1
6747,9609,11922,1
6748,2731,36984,1
6749,16977,11923,1
6750,28503,33957,1
6751,19832,33965,1
6752,14722,37938,1
6753,40186,20978,1
6754,14133,1702,1
6755,565,40044,1
6756,29919,24832,1
6757,28827,33210,1
6758,10472,3742,1
6759,16779,16315,1
6760,8190,3497,1
6761,24230,39103,1
6762,18835,25402,1
6763,10394,5997,1
6764,24389,13610,1
6765,16752,28728,1
6766,37210,20302,1
6767,32502,40098,1
6768,29394,11319,1
6769,24616,35250,1
6770,28640,35890,1
6771,20025,24546,1
6772,8192,38546,1
6773,9450,17188,1
6774,20099,26295,1
6775,33937,33318,1
6776,20635,9421,1
6777,27721,24913,1
6778,35348,3375,1
6779,11790,32823,1
6780,16318,10562,1
6781,27490,7525,1
6782,35456,20551,1
6783,33714,30550,1
6784,5340,9582,1
6785,5342,11179,1
6786,6158,29398,1
6787,28816,34698,1
6788,27003,13290,1
6789,11790,491,1
6790,16220,491,1
6791,13204,873,1
6792,30044,878,1
6793,24373,28694,1
6794,31153,9129,1
6795,12603,40455,1
6796,21610,22326,1
6797,30147,20387,1
6798,12646,20387,1
6799,24481,35805,1
6800,26116,21354,1
6801,14767,20064,1
6802,19346,29079,1
6803,33064,16390,1
6804,19286,12983,1
6805,16772,22260,1
6806,23351,19909,1
6807,31896,26123,1
6808,21162,35063,1
6809,27160,20285,1
6810,41217,25378,1
6811,8683,14877,1
6812,2225,6382,1
6813,30587,6382,1
6814,7076,4624,1
6815,16234,39522,1
6816,14133,28587,1
6817,13377,32593,1
6818,41055,32595,1
6819,10217,8397,1
6820,29937,18961,1
6821,2317,35410,1
6822,23364,7109,1
6823,13453,3051,1
6824,21149,37650,1
6825,36052,15949,1
6826,41294,11805,1
6827,32182,18188,1
6828,30780,16690,1
6829,27490,38936,1
6830,13429,28694,1
6831,8745,5123,1
6832,21676,11499,1
6833,16378,10486,1
6834,40691,35798,1
6835,9784,27041,1
6836,9249,41785,1
6837,27020,34743,1
6838,3137,33304,1
6839,21070,35065,1
6840,7896,17214,1
6841,7110,36496,1
6842,24735,30640,1
6843,5779,30562,1
6844,16341,23713,1
6845,6414,16605,1
6846,13447,19399,1
6847,19077,17556,1
6848,13888,16423,1
6849,21576,17905,1
6850,27698,27382,1
6851,14050,2517,1
6852,4230,20375,1
6853,23236,4269,1
6854,27444,19693,1
6855,21696,4952,1
6856,32438,34763,1
6857,36679,9407,1
6858,12085,5106,1
6859,2370,5146,1
6860,12111,17977,1
6861,21580,27398,1
6862,31970,28785,1
6863,27500,6502,1
6864,19360,24551,1
6865,3906,22391,1
6866,6513,40406,1
6867,12306,8996,1
6868,19384,1156,1
6869,26896,11812,1
6870,4230,38484,1
6871,6800,38512,1
6872,23879,37772,1
6873,24139,35022,1
6874,22562,35305,1
6875,12465,16386,1
6876,35552,21161,1
6877,12399,16332,1
6878,37957,16342,1
6879,14402,28880,1
6880,7080,41360,1
6881,8397,11708,1
6882,27109,41925,1
6883,33427,7079,1
6884,28300,13685,1
6885,8785,8999,1
6886,945,23921,1
6887,1588,30248,1
6888,32649,8527,1
6889,22336,20211,1
6890,6862,11401,1
6891,30527,25111,1
6892,27819,16014,1
6893,21526,7079,1
6894,33136,11926,1
6895,2826,23235,1
6896,26130,12743,1
6897,25501,30113,1
6898,35219,13783,1
6899,3126,34144,1
6900,28305,35782,1
6901,35537,39816,1
6902,35545,35781,1
6903,28697,30823,1
6904,21341,13634,1
6905,12085,4490,1
6906,17618,10624,1
6907,28524,11437,1
6908,6003,7091,1
6909,26547,28002,1
6910,13034,7379,1
6911,14056,17269,1
6912,9167,18529,1
6913,36806,1906,1
6914,21732,6494,1
6915,10016,19256,1
6916,14056,10357,1
6917,38387,16931,1
6918,15453,24137,1
6919,41211,27233,1
6920,21365,16391,1
6921,24136,23105,1
6922,8459,32596,1
6923,16520,30383,1
6924,32384,19361,1
6925,35979,24927,1
6926,9786,13583,1
6927,11161,20760,1
6928,37753,28004,1
6929,35336,31265,1
6930,3360,11925,1
6931,30306,32006,1
6932,55,26431,1
6933,26531,35317,1
6934,27377,16373,1
6935,41998,16868,1
6936,6139,8677,1
6937,3605,23341,1
6938,33228,9003,1
6939,8514,15264,1
6940,37476,16392,1
6941,41555,6364,1
6942,32561,29009,1
6943,28689,28603,1
6944,23663,24230,1
6945,30381,85,1
6946,7141,17188,1
6947,7138,22319,1
6948,34859,30147,1
6949,5362,3150,1
6950,23383,7384,1
6951,19010,14741,1
6952,41838,31500,1
6953,25002,32831,1
6954,17507,2944,1
6955,36417,3072,1
6956,17275,17182,1
6957,28502,38178,1
6958,31181,11844,1
6959,17191,19620,1
6960,12468,17015,1
6961,24203,14258,1
6962,11924,26486,1
6963,11924,17889,1
6964,7076,16939,1
6965,17190,9003,1
6966,37215,8395,1
6967,13484,5281,1
6968,20305,13204,1
6969,6491,30044,1
6970,19847,35063,1
6971,33186,3032,1
6972,33166,30514,1
6973,6415,8834,1
6974,7972,23379,1
6975,19685,26151,1
6976,32765,37409,1
6977,14620,30306,1
6978,28285,30306,1
6979,30627,19835,1
6980,876,16371,1
6981,879,12111,1
6982,15014,25879,1
6983,4589,18024,1
6984,2637,13610,1
6985,17297,23401,1
6986,32929,37688,1
6987,19349,38504,1
6988,23714,7387,1
6989,7436,28455,1
6990,12646,13386,1
6991,28254,3725,1
6992,3647,12088,1
6993,5445,30965,1
6994,10616,3126,1
6995,35620,24309,1
6996,16389,3047,1
6997,9242,6039,1
6998,35627,12752,1
6999,31912,16367,1
7000,27817,38387,1
7001,12753,24045,1
7002,20297,36992,1
7003,25643,35250,1
7004,3223,33828,1
7005,10495,27593,1
7006,35399,23018,1
7007,34465,9965,1
7008,11788,36250,1
7009,37987,8516,1
7010,40677,30238,1
7011,6023,37476,1
7012,28820,15230,1
7013,15876,10371,1
7014,1321,10563,1
7015,6388,40679,1
7016,1332,38967,1
7017,13471,38967,1
7018,23155,26450,1
7019,1676,17635,1
7020,7798,27294,1
7021,16444,13152,1
7022,13611,39240,1
7023,16405,3030,1
7024,16405,19118,1
7025,16386,24013,1
7026,5281,6614,1
7027,28811,3126,1
7028,26046,35348,1
7029,4307,6163,1
7030,29667,13778,1
7031,17504,7382,1
7032,26122,24709,1
7033,7077,30044,1
7034,37994,16395,1
7035,37965,11800,1
7036,14051,40316,1
7037,12465,17035,1
7038,22931,6798,1
7039,22932,19658,1
7040,34808,34443,1
7041,33816,8995,1
7042,24580,35871,1
7043,10004,29872,1
7044,23437,13320,1
7045,33229,34060,1
7046,28003,14164,1
7047,33933,24620,1
7048,23254,29379,1
7049,16779,26367,1
7050,18840,21672,1
7051,37945,39531,1
7052,11793,39535,1
7053,16378,17588,1
7054,30053,12336,1
7055,12337,30487,1
7056,7939,3686,1
7057,39780,24134,1
7058,13778,3030,1
7059,18829,16216,1
7060,11884,16792,1
7061,11897,31324,1
7062,8190,31322,1
7063,27445,4803,1
7064,919,26486,1
7065,20657,10537,1
7066,16231,9594,1
7067,35022,40300,1
7068,15027,30234,1
7069,37253,6381,1
7070,7485,18992,1
7071,6590,35781,1
7072,21729,18957,1
7073,26727,8757,1
7074,32968,14050,1
7075,16722,14055,1
7076,34481,14055,1
7077,3592,7279,1
7078,23910,12573,1
7079,23145,23028,1
7080,29007,9620,1
7081,21149,12078,1
7082,30540,12646,1
7083,28581,7508,1
7084,3923,4713,1
7085,35535,5558,1
7086,35415,6021,1
7087,2009,24604,1
7088,1102,7578,1
7089,21700,6705,1
7090,7711,32959,1
7091,21976,14134,1
7092,17629,32959,1
7093,21976,34483,1
7094,10559,13964,1
7095,11800,16410,1
7096,16398,1154,1
7097,29911,27318,1
7098,3223,6518,1
7099,35348,28797,1
7100,8999,22010,1
7101,5276,8427,1
7102,32655,27233,1
7103,13357,22235,1
7104,26115,20102,1
7105,9008,1709,1
7106,10516,12116,1
7107,28541,8328,1
7108,29660,13469,1
7109,17600,34532,1
7110,26585,6156,1
7111,16411,8732,1
7112,16218,36193,1
7113,19142,31992,1
7114,17314,8572,1
7115,2454,14724,1
7116,18188,1965,1
7117,26572,22411,1
7118,1847,29997,1
7119,34490,26132,1
7120,5610,19132,1
7121,38866,28809,1
7122,23613,28813,1
7123,27073,28811,1
7124,19254,23058,1
7125,25795,39318,1
7126,27489,13492,1
7127,7648,41299,1
7128,18821,16382,1
7129,23105,18339,1
7130,23105,16988,1
7131,8891,7526,1
7132,15241,40230,1
7133,6030,6654,1
7134,30550,20850,1
7135,8670,19865,1
7136,1834,27163,1
7137,11024,27876,1
7138,4558,22183,1
7139,20673,27517,1
7140,10472,27518,1
7141,10472,5353,1
7142,20673,13367,1
7143,34631,8738,1
7144,17001,12072,1
7145,30640,18923,1
7146,1565,19139,1
7147,29114,12079,1
7148,35790,12468,1
7149,9167,13393,1
7150,32650,20898,1
7151,13367,7970,1
7152,34945,27516,1
7153,21161,27854,1
7154,5494,13474,1
7155,34805,27520,1
7156,14377,34285,1
7157,12166,20978,1
7158,28302,10624,1
7159,33136,26518,1
7160,8246,31926,1
7161,41931,30519,1
7162,12057,30519,1
7163,25703,24615,1
7164,7817,24143,1
7165,1147,10522,1
7166,23631,2002,1
7167,11081,12751,1
7168,19000,26546,1
7169,36843,11582,1
7170,22829,8787,1
7171,12228,39901,1
7172,1965,17910,1
7173,40686,22822,1
7174,40686,9245,1
7175,40688,33737,1
7176,35871,634,1
7177,35870,852,1
7178,22392,40742,1
7179,35204,25607,1
7180,7080,30544,1
7181,41294,30826,1
7182,33860,34371,1
7183,33868,2448,1
7184,20025,14709,1
7185,33983,23719,1
7186,8471,39851,1
7187,41143,11794,1
7188,4509,30517,1
7189,13512,30755,1
7190,12931,26527,1
7191,4910,26546,1
7192,4719,2512,1
7193,37945,35217,1
7194,25849,30021,1
7195,31332,23105,1
7196,31333,3263,1
7197,33712,17273,1
7198,27446,13715,1
7199,17253,29344,1
7200,18670,11632,1
7201,24839,28963,1
7202,17589,9261,1
7203,16933,4614,1
7204,31620,10368,1
7205,16603,20466,1
7206,16603,22328,1
7207,24412,19782,1
7208,17904,11911,1
7209,16739,6160,1
7210,37391,8741,1
7211,28811,28188,1
7212,28809,7363,1
7213,8153,29366,1
7214,27134,10489,1
7215,37173,12411,1
7216,10495,870,1
7217,20551,38435,1
7218,28075,23637,1
7219,19394,21555,1
7220,8745,30113,1
7221,946,16335,1
7222,23586,36418,1
7223,9256,26473,1
7224,7717,27994,1
7225,9254,5124,1
7226,19847,30545,1
7227,31103,19778,1
7228,2987,14439,1
7229,30053,19927,1
7230,11133,34060,1
7231,19096,3906,1
7232,35637,12070,1
7233,28656,36380,1
7234,11662,19781,1
7235,12213,16225,1
7236,28513,9805,1
7237,36869,25755,1
7238,30868,35619,1
7239,13918,16792,1
7240,6511,7490,1
7241,30148,10566,1
7242,28293,10565,1
7243,1214,17786,1
7244,14817,28999,1
7245,20306,30578,1
7246,6214,35544,1
7247,18698,31338,1
7248,16330,20938,1
7249,34964,31338,1
7250,16331,13344,1
7251,14922,25756,1
7252,16331,32933,1
7253,13093,34465,1
7254,11141,39809,1
7255,28514,11742,1
7256,17002,3503,1
7257,28302,36978,1
7258,16763,7115,1
7259,20390,30319,1
7260,17182,39345,1
7261,38854,38493,1
7262,19129,38604,1
7263,26097,22930,1
7264,8466,41990,1
7265,28678,27616,1
7266,23631,4249,1
7267,9589,12748,1
7268,35415,26555,1
7269,25883,2576,1
7270,6035,26929,1
7271,8783,29397,1
7272,36449,35619,1
7273,26773,24754,1
7274,22740,29998,1
7275,26980,26133,1
7276,11932,29995,1
7277,828,35505,1
7278,11489,19172,1
7279,1847,3118,1
7280,36418,27524,1
7281,17270,27534,1
7282,6812,30113,1
7283,2397,13779,1
7284,7079,11884,1
7285,11926,18830,1
7286,23298,40324,1
7287,30504,23975,1
7288,30504,24356,1
7289,28808,24356,1
7290,8473,14922,1
7291,22822,17041,1
7292,3148,20540,1
7293,2587,9546,1
7294,32643,16602,1
7295,32644,26671,1
7296,9404,14309,1
7297,32508,931,1
7298,9236,28963,1
7299,6486,30684,1
7300,12310,5143,1
7301,6826,13378,1
7302,6826,41411,1
7303,11008,7080,1
7304,29263,38061,1
7305,7484,2510,1
7306,13723,23341,1
7307,71,23339,1
7308,13646,23437,1
7309,7501,33412,1
7310,39996,23341,1
7311,30332,23113,1
7312,1126,24154,1
7313,6368,34574,1
7314,34701,25013,1
7315,27368,11313,1
7316,18678,7136,1
7317,10509,19845,1
7318,28810,20904,1
7319,37327,33709,1
7320,19921,25015,1
7321,18989,7280,1
7322,5355,17862,1
7323,31137,17051,1
7324,13778,11704,1
7325,11564,41223,1
7326,21696,18822,1
7327,39799,17314,1
7328,17190,19782,1
7329,22319,16225,1
7330,17190,16225,1
7331,7442,27354,1
7332,33821,16331,1
7333,4251,36260,1
7334,29397,16931,1
7335,26929,19173,1
7336,25684,38745,1
7337,33821,4236,1
7338,26115,6800,1
7339,26116,6798,1
7340,1585,1677,1
7341,32648,8042,1
7342,35345,25673,1
7343,11806,30795,1
7344,13961,30820,1
7345,28728,7381,1
7346,35065,20673,1
7347,7467,12767,1
7348,20420,22827,1
7349,32583,19360,1
7350,8784,41746,1
7351,19159,64,1
7352,475,11806,1
7353,22378,6162,1
7354,26460,13382,1
7355,1828,24232,1
7356,14148,41588,1
7357,21984,7486,1
7358,23713,13358,1
7359,31248,5128,1
7360,8083,5128,1
7361,17284,7078,1
7362,23598,17165,1
7363,12555,8825,1
7364,10327,35303,1
7365,10327,20288,1
7366,27514,36338,1
7367,16231,10583,1
7368,8477,16976,1
7369,4557,41294,1
7370,34183,30147,1
7371,18956,19236,1
7372,25602,31194,1
7373,10989,19139,1
7374,15728,19142,1
7375,11238,17189,1
7376,34391,36214,1
7377,9249,16601,1
7378,22174,12099,1
7379,10499,37849,1
7380,10499,1366,1
7381,31333,15756,1
7382,38486,2564,1
7383,27698,37018,1
7384,38275,16750,1
7385,14918,29099,1
7386,35979,15469,1
7387,25545,1421,1
7388,17051,39105,1
7389,17588,29305,1
7390,12748,27478,1
7391,34707,33309,1
7392,38016,28985,1
7393,23379,15698,1
7394,25545,7340,1
7395,5143,40389,1
7396,16952,28075,1
7397,26763,18835,1
7398,5143,6077,1
7399,14161,16790,1
7400,17039,32375,1
7401,2078,8668,1
7402,27138,16216,1
7403,30882,9021,1
7404,31613,36245,1
7405,36377,20210,1
7406,4942,24549,1
7407,7701,29531,1
7408,13346,11450,1
7409,6798,23379,1
7410,13167,14917,1
7411,24735,27376,1
7412,29536,36801,1
7413,29536,11923,1
7414,7351,12887,1
7415,21055,23233,1
7416,1150,71,1
7417,8696,17184,1
7418,13033,35327,1
7419,40452,2983,1
7420,13034,19128,1
7421,37531,17182,1
7422,12203,17346,1
7423,13499,32569,1
7424,31306,35339,1
7425,11260,8452,1
7426,20084,1757,1
7427,6043,15318,1
7428,32765,16969,1
7429,28297,34514,1
7430,34950,11793,1
7431,26901,16222,1
7432,13686,35843,1
7433,12653,34798,1
7434,4555,26113,1
7435,9423,6847,1
7436,31602,16167,1
7437,35698,23300,1
7438,8506,17189,1
7439,20115,26842,1
7440,25410,3725,1
7441,6841,5355,1
7442,26293,27517,1
7443,39344,24989,1
7444,28557,22501,1
7445,5681,16425,1
7446,21577,40616,1
7447,7717,2422,1
7448,18928,36244,1
7449,19342,25104,1
7450,33607,1195,1
7451,6370,7467,1
7452,19353,40946,1
7453,109,19518,1
7454,17298,28532,1
7455,8903,32089,1
7456,10354,32168,1
7457,7111,21341,1
7458,31180,20903,1
7459,13118,6035,1
7460,35781,756,1
7461,30379,6729,1
7462,19434,8530,1
7463,29379,33958,1
7464,9415,4849,1
7465,19429,8980,1
7466,16179,13657,1
7467,17829,37376,1
7468,10607,19776,1
7469,23734,11884,1
7470,20938,6367,1
7471,11252,16779,1
7472,11254,11884,1
7473,37508,18835,1
7474,32182,34623,1
7475,6491,11925,1
7476,7458,12244,1
7477,2987,15036,1
7478,32679,21659,1
7479,40255,23968,1
7480,30282,11803,1
7481,10365,32241,1
7482,254,4637,1
7483,19118,19909,1
7484,17175,28827,1
7485,24029,37513,1
7486,14441,16224,1
7487,28666,27746,1
7488,28812,33599,1
7489,36801,34798,1
7490,9022,35345,1
7491,36335,3133,1
7492,5158,38541,1
7493,31210,20199,1
7494,1594,20266,1
7495,32647,18302,1
7496,1594,17379,1
7497,32644,18302,1
7498,1954,37397,1
7499,4256,12106,1
7500,4510,6769,1
7501,7105,760,1
7502,4510,30235,1
7503,22238,33944,1
7504,17283,33502,1
7505,25124,9407,1
7506,946,28963,1
7507,5348,7120,1
7508,1978,9782,1
7509,6404,11788,1
7510,17267,16778,1
7511,41800,775,1
7512,7979,35658,1
7513,16516,36990,1
7514,25749,32148,1
7515,10002,23236,1
7516,6077,36854,1
7517,25746,16800,1
7518,11886,36852,1
7519,18830,16714,1
7520,11899,36854,1
7521,30306,32825,1
7522,30306,13201,1
7523,717,13209,1
7524,20312,18211,1
7525,7708,11469,1
7526,13384,15282,1
7527,39882,19371,1
7528,31365,16227,1
7529,4088,10472,1
7530,20388,7389,1
7531,10591,30418,1
7532,30148,3581,1
7533,3725,3616,1
7534,6368,35340,1
7535,19834,37476,1
7536,26792,12075,1
7537,25308,10643,1
7538,21130,36988,1
7539,17745,12104,1
7540,13174,2316,1
7541,27117,16216,1
7542,16753,8029,1
7543,26398,2970,1
7544,20445,37590,1
7545,27242,36648,1
7546,23201,26521,1
7547,33234,28286,1
7548,6601,23295,1
7549,22238,26207,1
7550,15237,17276,1
7551,14361,16277,1
7552,16399,32936,1
7553,28713,13677,1
7554,6455,13677,1
7555,3155,20094,1
7556,29881,20094,1
7557,24230,35628,1
7558,21038,14992,1
7559,4251,38171,1
7560,4251,7332,1
7561,4251,3474,1
7562,40300,27526,1
7563,37331,11809,1
7564,2858,22319,1
7565,3851,7711,1
7566,22411,25868,1
7567,39817,9431,1
7568,7431,32073,1
7569,32244,31152,1
7570,2316,8466,1
7571,7128,19128,1
7572,7128,28678,1
7573,2316,3072,1
7574,6021,30059,1
7575,18704,40406,1
7576,35780,33603,1
7577,27283,6823,1
7578,17525,36385,1
7579,27854,11188,1
7580,27853,11802,1
7581,20192,12075,1
7582,32650,29531,1
7583,6380,11452,1
7584,20163,32943,1
7585,2112,34529,1
7586,23804,17025,1
7587,12721,26564,1
7588,71,26568,1
7589,1332,12174,1
7590,26536,19705,1
7591,16314,19776,1
7592,26541,19778,1
7593,24549,20938,1
7594,13137,36985,1
7595,24551,11173,1
7596,7833,16793,1
7597,9433,2574,1
7598,25700,33113,1
7599,21700,2637,1
7600,28002,13693,1
7601,19550,11282,1
7602,26264,1103,1
7603,21634,20444,1
7604,3590,10487,1
7605,22931,25746,1
7606,25654,14923,1
7607,35802,5338,1
7608,10327,39103,1
7609,28270,7725,1
7610,7080,23931,1
7611,5681,37402,1
7612,7080,9420,1
7613,16378,20255,1
7614,6484,8471,1
7615,22389,16371,1
7616,877,7670,1
7617,21981,17276,1
7618,27563,21361,1
7619,11932,21363,1
7620,22407,19107,1
7621,20673,6494,1
7622,10472,11877,1
7623,18669,35174,1
7624,38854,2766,1
7625,8192,41580,1
7626,38132,6023,1
7627,491,5150,1
7628,11315,13678,1
7629,19257,15001,1
7630,8679,19709,1
7631,22906,8642,1
7632,1443,21161,1
7633,22106,7081,1
7634,33289,19142,1
7635,36414,19142,1
7636,10354,36312,1
7637,28658,7382,1
7638,27389,21149,1
7639,10569,29137,1
7640,87,37358,1
7641,38248,34126,1
7642,13393,15457,1
7643,37987,26842,1
7644,29400,19908,1
7645,10989,37107,1
7646,18791,16932,1
7647,9644,13961,1
7648,10004,6241,1
7649,36824,27435,1
7650,37867,28310,1
7651,4511,2562,1
7652,32515,2562,1
7653,12072,33339,1
7654,16603,10327,1
7655,25412,31194,1
7656,6827,3087,1
7657,26520,13707,1
7658,6103,19309,1
7659,14022,10971,1
7660,9389,17278,1
7661,35301,19040,1
7662,31638,3049,1
7663,14877,35698,1
7664,4523,23524,1
7665,18234,35237,1
7666,24394,5779,1
7667,7197,26518,1
7668,8474,39538,1
7669,7360,25272,1
7670,5597,6814,1
7671,14055,6642,1
7672,40300,1126,1
7673,14051,6366,1
7674,4251,11210,1
7675,19230,23928,1
7676,32645,12466,1
7677,2001,25795,1
7678,36175,15291,1
7679,14175,23249,1
7680,15956,40400,1
7681,13723,27887,1
7682,8992,37007,1
7683,19015,20064,1
7684,7363,25416,1
7685,41924,10561,1
7686,16280,17635,1
7687,6753,3734,1
7688,26556,36202,1
7689,21700,3441,1
7690,23113,12359,1
7691,15984,103,1
7692,6809,7279,1
7693,16732,35337,1
7694,14153,35827,1
7695,8711,103,1
7696,34479,103,1
7697,17167,19667,1
7698,34639,11795,1
7699,25495,40315,1
7700,10491,36891,1
7701,27815,10509,1
7702,28726,4796,1
7703,32126,25728,1
7704,7338,16952,1
7705,30474,28076,1
7706,21610,33359,1
7707,22198,16735,1
7708,8730,8831,1
7709,4395,34736,1
7710,13443,27233,1
7711,16695,25844,1
7712,13775,27485,1
7713,13587,32131,1
7714,32648,37963,1
7715,7080,25417,1
7716,11421,2643,1
7717,18598,11925,1
7718,20391,21365,1
7719,19107,29492,1
7720,19825,41783,1
7721,1406,20941,1
7722,7954,36242,1
7723,20464,27550,1
7724,24651,20375,1
7725,9445,2587,1
7726,30985,27820,1
7727,32073,16710,1
7728,22262,12035,1
7729,29116,18696,1
7730,9451,16478,1
7731,5350,22392,1
7732,10562,30251,1
7733,10562,36230,1
7734,178,27429,1
7735,19132,27058,1
7736,35544,1502,1
7737,12465,14395,1
7738,35610,656,1
7739,15358,7379,1
7740,21300,7398,1
7741,32938,10506,1
7742,26539,28611,1
7743,30356,10503,1
7744,41057,18724,1
7745,11795,34746,1
7746,2825,24148,1
7747,20518,13529,1
7748,20393,9584,1
7749,20393,35310,1
7750,21352,16218,1
7751,26521,5154,1
7752,6827,28194,1
7753,7104,26170,1
7754,18939,11875,1
7755,4251,24147,1
7756,23890,23240,1
7757,7380,11009,1
7758,30186,23375,1
7759,10559,40688,1
7760,11801,40688,1
7761,36385,11499,1
7762,36385,7244,1
7763,26520,28810,1
7764,26520,28689,1
7765,36449,1101,1
7766,18679,8307,1
7767,12165,7777,1
