,O,D,flow
156,17300,35994,1
157,22240,22378,1
158,25845,7375,1
159,23024,26842,1
160,31996,28293,1
161,2777,13685,1
162,37476,8192,1
163,11163,31327,1
164,1406,21352,1
165,34821,11792,1
166,34759,32351,1
167,40691,31437,1
168,32234,11017,1
169,29115,23400,1
170,7386,22117,1
171,17273,11786,1
172,22409,22850,1
173,29128,876,1
174,3151,877,1
175,12072,6319,1
176,24020,30498,1
177,4723,11234,1
178,7085,10495,1
179,17142,2766,1
180,24021,14117,1
181,16237,32839,1
182,6030,6209,1
183,11922,12357,1
184,1386,19448,1
185,33201,13211,1
186,4446,19040,1
187,27633,32475,1
188,17130,2097,1
189,4098,24003,1
190,24839,26579,1
191,23240,14877,1
192,14056,18377,1
193,37531,10771,1
194,13034,11501,1
195,3750,26363,1
196,41987,16319,1
197,29113,34741,1
198,10635,19693,1
199,30829,20635,1
200,6856,1701,1
201,17979,10737,1
202,1594,14817,1
203,26594,20077,1
204,41613,28726,1
205,12471,11777,1
206,8750,3598,1
207,3146,25379,1
208,23105,10774,1
209,35324,22086,1
210,7874,6056,1
211,30984,18001,1
212,22414,31336,1
213,3167,36997,1
214,33860,37004,1
215,24152,14750,1
216,32765,21161,1
217,22410,7079,1
218,28315,6057,1
219,25861,23515,1
220,24333,33868,1
221,7711,13362,1
222,10667,2415,1
223,29397,32040,1
224,8190,7369,1
225,24137,7711,1
226,2575,3263,1
227,26613,39123,1
228,9528,29453,1
229,13026,13034,1
230,4540,26506,1
231,20337,25283,1
232,37002,4907,1
233,11544,15770,1
234,21040,33304,1
235,28296,41294,1
236,19687,12646,1
237,26115,21725,1
238,21148,12094,1
239,21735,23884,1
240,4552,16928,1
241,21975,16928,1
242,27571,30393,1
243,16328,30517,1
244,34857,38456,1
245,7104,27387,1
246,40385,5129,1
247,21341,10510,1
248,35631,23244,1
249,30478,1490,1
250,32181,7841,1
251,33872,26235,1
252,28083,32148,1
253,32160,23105,1
254,8670,23105,1
255,40300,6804,1
256,30504,13410,1
257,17904,27650,1
258,11440,35274,1
259,7890,32388,1
260,29681,25308,1
261,23827,16869,1
262,2944,23524,1
263,24236,15228,1
264,8192,33816,1
265,11500,26261,1
266,33731,25713,1
267,17266,27698,1
268,21149,25011,1
269,23894,30306,1
270,17275,8361,1
271,16521,1076,1
272,13258,16220,1
273,10384,39535,1
274,2728,16220,1
275,9620,36228,1
276,38855,20673,1
277,13260,20673,1
278,17917,40677,1
279,23341,12112,1
280,16316,33137,1
281,16987,19658,1
282,41241,36381,1
283,23625,30869,1
284,15979,31211,1
285,11895,16400,1
286,39897,17196,1
287,1674,41829,1
288,22057,12111,1
289,20312,7134,1
290,6381,22501,1
291,5164,27628,1
292,18989,32308,1
293,17270,6261,1
294,19399,21554,1
295,19598,8676,1
296,7646,20470,1
297,17318,40046,1
298,30052,39306,1
299,27986,8745,1
300,4017,19394,1
301,35404,18018,1
302,38389,25384,1
303,26907,9022,1
304,16778,9021,1
305,16371,36985,1
306,13204,32933,1
307,15996,31578,1
308,4628,30516,1
309,32516,23834,1
310,21107,28293,1
311,8683,19550,1
312,26530,32126,1
313,7503,31338,1
314,6455,11173,1
315,18874,15365,1
316,7886,7078,1
317,3746,16793,1
318,25011,1957,1
319,4271,6500,1
320,17016,36984,1
321,12577,19008,1
322,26515,11462,1
323,40683,18168,1
324,19693,7405,1
325,14049,32943,1
326,11127,16695,1
327,11133,35610,1
328,40522,19548,1
329,3131,17277,1
330,26155,23587,1
331,40299,17648,1
332,21576,33940,1
333,38855,33309,1
334,28654,31333,1
335,31589,8044,1
336,34963,13191,1
337,22394,28812,1
338,34982,17587,1
339,6726,12766,1
340,32959,27516,1
341,10130,1102,1
342,18777,16902,1
343,17050,4747,1
344,30418,22183,1
345,21107,16764,1
346,8199,34158,1
347,8199,12400,1
348,7100,21351,1
349,14273,19094,1
350,4710,6379,1
351,31450,32929,1
352,19230,4550,1
353,40962,7705,1
354,31592,17556,1
355,17519,17271,1
356,2202,17270,1
357,1674,6860,1
358,20387,28304,1
359,34818,25015,1
360,28285,31630,1
361,31596,31152,1
362,40687,1137,1
363,39317,35619,1
364,1968,18830,1
365,19286,2982,1
366,12749,3605,1
367,30684,21128,1
368,11892,15276,1
369,1076,26721,1
370,2945,33712,1
371,7115,34285,1
372,7546,24524,1
373,2403,9153,1
374,14050,6659,1
375,17139,7909,1
376,24191,10544,1
377,23641,8061,1
378,34351,6259,1
379,14922,40093,1
380,14922,1474,1
381,22402,41934,1
382,29340,24947,1
383,10362,23105,1
384,11792,17308,1
385,18021,10006,1
386,7094,33879,1
387,24142,38053,1
388,24136,34733,1
389,5655,19057,1
390,13723,21663,1
391,9328,23276,1
392,25846,1500,1
393,25513,1213,1
394,28510,23879,1
395,6639,36420,1
396,27092,3596,1
397,6367,7147,1
398,3368,15459,1
399,7078,25031,1
400,7078,14389,1
401,3263,21661,1
402,27533,25756,1
403,25079,9017,1
404,7079,23202,1
405,26414,32941,1
406,12672,24191,1
407,12702,12466,1
408,29343,28607,1
409,10353,1803,1
410,7102,30148,1
411,32653,32640,1
412,5356,13485,1
413,21859,27531,1
414,23105,17506,1
415,20110,16218,1
416,40313,19142,1
417,27778,20420,1
418,16225,32645,1
419,16222,13485,1
420,16993,22235,1
421,38135,22829,1
422,26153,17191,1
423,8781,16511,1
424,11986,9386,1
425,21063,16800,1
426,35627,23201,1
427,7759,17084,1
428,3052,11792,1
429,8147,17238,1
430,11931,4507,1
431,17902,36880,1
432,24653,16433,1
433,25099,14165,1
434,13254,26021,1
435,32390,4152,1
436,16371,34946,1
437,24616,4320,1
438,16423,21161,1
439,9054,26980,1
440,40943,36242,1
441,17629,18696,1
442,17277,22413,1
443,14923,8543,1
444,19685,20875,1
445,34075,29641,1
446,4322,6391,1
447,14723,23105,1
448,65,3263,1
449,1965,3263,1
450,3047,22319,1
451,13344,35802,1
452,13344,16224,1
453,40252,20628,1
454,8694,13658,1
455,21107,25484,1
456,41566,16422,1
457,17713,16422,1
458,16876,34292,1
459,25029,2452,1
460,7954,13350,1
461,26966,16220,1
462,19840,11933,1
463,9242,30044,1
464,16230,11788,1
465,36228,32004,1
466,11924,40687,1
467,25795,35281,1
468,22414,37686,1
469,29488,7703,1
470,16733,34373,1
471,10966,30823,1
472,11398,14714,1
473,11926,32596,1
474,7668,27951,1
475,13204,23212,1
476,4245,3038,1
477,36305,17858,1
478,6084,17858,1
479,35628,16490,1
480,30562,6077,1
481,5320,12120,1
482,4334,5353,1
483,22766,1673,1
484,22766,18961,1
485,880,9456,1
486,7691,31222,1
487,4557,38791,1
488,31385,16578,1
489,28146,16508,1
490,13536,4692,1
491,33742,6021,1
492,33714,24199,1
493,28300,19901,1
494,41786,20941,1
495,5739,31319,1
496,2620,9017,1
497,24603,31322,1
498,41785,31322,1
499,41785,32038,1
500,19032,16793,1
501,13786,31326,1
502,18057,23339,1
503,18057,9000,1
504,15178,11808,1
505,24156,30054,1
506,4550,6255,1
507,7699,6258,1
508,21975,6253,1
509,10749,18886,1
510,18816,6258,1
511,34119,39724,1
512,11005,39724,1
513,14395,41294,1
514,40662,26435,1
515,20254,36854,1
516,6019,38178,1
517,22766,12931,1
518,30479,27516,1
519,6143,28808,1
520,23142,32857,1
521,6527,32779,1
522,5681,22077,1
523,3561,16217,1
524,3671,36984,1
525,17274,492,1
526,28725,10563,1
527,35211,10563,1
528,34124,31337,1
529,36467,31603,1
530,16192,38967,1
531,25052,11347,1
532,33903,7120,1
533,12094,6022,1
534,30542,26593,1
535,29811,26211,1
536,27417,29771,1
537,41970,16793,1
538,36233,36984,1
539,25247,23715,1
540,26502,32933,1
541,35369,9021,1
542,16222,27726,1
543,13705,1969,1
544,2766,38004,1
545,32877,19834,1
546,27412,16608,1
547,23050,27018,1
548,12070,19470,1
549,4539,16431,1
550,10498,33094,1
551,28754,11886,1
552,29343,17575,1
553,15268,40295,1
554,26929,12894,1
555,6077,12894,1
556,26547,29887,1
557,13359,26669,1
558,20232,22235,1
559,7148,14056,1
560,16874,19099,1
561,34952,31010,1
562,38004,26138,1
563,35427,19819,1
564,22117,14072,1
565,27444,35330,1
566,33482,21555,1
567,10643,3598,1
568,10276,7080,1
569,28894,13487,1
570,39977,6375,1
571,7509,7640,1
572,71,34351,1
573,35007,7360,1
574,7353,28282,1
575,30763,22859,1
576,22270,8451,1
577,13393,6450,1
578,24238,28713,1
579,13520,14222,1
580,6366,5151,1
581,28075,10729,1
582,33945,13376,1
583,24553,27873,1
584,26083,20178,1
585,12602,28706,1
586,11925,24139,1
587,7567,31920,1
588,11160,1968,1
589,17628,13038,1
590,19411,28293,1
591,11784,36803,1
592,5151,31613,1
593,29305,1147,1
594,38941,20673,1
595,5655,6365,1
596,16794,37868,1
597,14749,7398,1
598,34807,23201,1
599,33050,34909,1
600,64,30021,1
601,16779,34027,1
602,552,14148,1
603,552,14154,1
604,7711,1484,1
605,28002,40375,1
606,34963,5433,1
607,31964,34006,1
608,2984,38062,1
609,24957,20410,1
610,35637,19766,1
611,22213,9441,1
612,41829,31309,1
613,25556,38973,1
614,32919,17627,1
615,35373,17165,1
616,50,17165,1
617,7680,3034,1
618,2371,6453,1
619,11933,16219,1
620,21778,28207,1
621,5353,26978,1
622,5353,11708,1
623,25674,20922,1
624,10991,15956,1
625,24728,22718,1
626,35546,2008,1
627,35542,2265,1
628,34235,7134,1
629,7865,25039,1
630,28082,6492,1
631,17589,23021,1
632,19045,5681,1
633,16493,7080,1
634,4916,34388,1
635,13210,26149,1
636,22181,2152,1
637,22717,16491,1
638,1695,5340,1
639,16873,16278,1
640,34950,25207,1
641,34951,6614,1
642,27821,22240,1
643,16348,14388,1
644,31614,16493,1
645,35332,16493,1
646,11843,572,1
647,14370,7102,1
648,15276,20202,1
649,19548,40962,1
650,36417,33612,1
651,20903,17684,1
652,25843,28989,1
653,24746,17635,1
654,30755,14160,1
655,41665,71,1
656,13552,11802,1
657,14172,16518,1
658,18660,21278,1
659,16402,35488,1
660,35303,2006,1
661,36094,34947,1
662,28075,19035,1
663,7460,2251,1
664,14162,32619,1
665,37476,18840,1
666,15376,27394,1
667,19690,22600,1
668,13620,33297,1
669,25418,12312,1
670,25556,7109,1
671,31319,7109,1
672,14193,20321,1
673,7217,21458,1
674,27179,8044,1
675,28724,12931,1
676,9243,29264,1
677,22827,16904,1
678,1534,3043,1
679,2001,21511,1
680,25845,27705,1
681,7131,11807,1
682,14998,11807,1
683,5988,6505,1
684,19921,36420,1
685,31914,23690,1
686,18063,11808,1
687,31978,11808,1
688,19543,11812,1
689,19542,11812,1
690,31978,31920,1
691,8683,11667,1
692,10497,25285,1
693,26128,38804,1
694,35725,12111,1
695,41415,2658,1
696,21263,33924,1
697,13167,1154,1
698,40311,35955,1
699,22402,20395,1
700,25556,32025,1
701,19620,9408,1
702,16167,6143,1
703,39578,13083,1
704,20556,37458,1
705,31321,32762,1
706,35627,23206,1
707,12106,28828,1
708,3383,40317,1
709,14014,6786,1
710,8203,8911,1
711,28758,14035,1
712,2670,5254,1
713,32935,9572,1
714,26121,14072,1
715,3263,27702,1
716,16316,16222,1
717,27233,10078,1
718,28,35330,1
719,31288,35545,1
720,6507,16425,1
721,13494,38478,1
722,19824,1330,1
723,20375,1332,1
724,31334,41783,1
725,36989,19705,1
726,36989,19778,1
727,25559,577,1
728,16217,19623,1
729,31319,19745,1
730,41232,3040,1
731,26637,11810,1
732,3760,12545,1
733,36801,29397,1
734,36984,18840,1
735,20394,1673,1
736,35798,30116,1
737,22184,18923,1
738,1390,4559,1
739,7482,30516,1
740,16664,17270,1
741,33485,19088,1
742,21107,7083,1
743,21107,7085,1
744,24250,37192,1
745,2110,18995,1
746,30047,38178,1
747,21107,10500,1
748,10497,1967,1
749,11623,32667,1
750,12758,36176,1
751,32005,7635,1
752,32005,33493,1
753,7079,1017,1
754,24573,19151,1
755,20623,24236,1
756,38236,24232,1
757,37607,8907,1
758,237,16248,1
759,27613,7360,1
760,12887,16399,1
761,2452,10643,1
762,33412,27485,1
763,37269,13624,1
764,22333,13192,1
765,5162,13206,1
766,13371,13190,1
767,12214,1432,1
768,1103,11795,1
769,5133,30829,1
770,18983,26509,1
771,17276,33210,1
772,24113,2930,1
773,19843,7421,1
774,32521,39535,1
775,2773,18061,1
776,16982,14174,1
777,10514,23709,1
778,10519,848,1
779,22687,34732,1
780,24529,11926,1
781,6116,17889,1
782,28697,36985,1
783,16495,31324,1
784,14021,27869,1
785,13394,1500,1
786,17793,14161,1
787,8441,6373,1
788,23382,36446,1
789,23381,37364,1
790,36854,25016,1
791,26929,36380,1
792,13127,6019,1
793,20305,29876,1
794,11875,29879,1
795,29679,36418,1
796,12701,36002,1
797,2418,26288,1
798,4550,38484,1
799,21972,20353,1
800,4229,38469,1
801,21735,39635,1
802,19827,15756,1
803,7475,23594,1
804,13251,38791,1
805,4515,7080,1
806,37275,11897,1
807,39914,14050,1
808,38014,2110,1
809,14745,30305,1
810,23251,17793,1
811,1197,30305,1
812,34285,37277,1
813,17039,13690,1
814,9309,1294,1
815,35627,34226,1
816,9038,18989,1
817,35633,14415,1
818,37263,22378,1
819,35456,32525,1
820,4083,39531,1
821,35407,19705,1
822,3068,2542,1
823,28802,37686,1
824,26763,37686,1
825,4751,10327,1
826,8004,9686,1
827,25491,24250,1
828,9492,28894,1
829,8534,38459,1
830,29508,38568,1
831,5609,3173,1
832,2817,3605,1
833,33619,18092,1
834,37872,2435,1
835,8781,35806,1
836,33928,7711,1
837,27520,4271,1
838,18989,16706,1
839,26565,16868,1
840,2774,8755,1
841,37230,41900,1
842,3738,22904,1
843,23463,18238,1
844,19132,22397,1
845,16772,17584,1
846,12035,5719,1
847,35772,22319,1
848,30771,16224,1
849,7109,16227,1
850,3386,15253,1
851,3373,13115,1
852,12753,20482,2
853,12748,33859,1
854,16603,9004,1
855,7161,10513,1
856,7350,33712,1
857,14174,10489,1
858,27643,15826,1
859,27703,15826,1
860,14229,32862,1
861,32827,30147,1
862,5146,16219,1
863,18238,16225,1
864,26556,7085,1
865,18701,28809,1
866,6148,4696,1
867,21307,7570,1
868,12084,7028,1
869,7127,28580,1
870,6021,28580,1
871,28684,31181,1
872,41285,35197,1
873,27367,3087,1
874,10331,28725,1
875,4692,2636,1
876,16779,28752,1
877,28075,23890,1
878,11899,29492,1
879,7504,7078,1
880,7493,7079,1
881,15645,7078,1
882,21576,23911,1
883,35575,37361,1
884,28583,5140,1
885,3920,5138,1
886,3923,14910,1
887,2375,27377,1
888,22076,27410,1
889,38201,7123,1
890,11922,22389,1
891,13344,1685,1
892,34571,24149,1
893,27720,33504,1
894,14754,24905,1
895,11100,32867,1
896,34665,572,1
897,21602,19778,1
898,22115,40755,1
899,10614,25470,1
900,35306,34184,1
901,32521,6842,1
902,26278,26856,1
903,36112,11926,1
904,8234,6258,1
905,13665,27486,1
906,31633,27476,1
907,13682,27489,1
908,11886,7470,1
909,18840,34682,1
910,10357,28827,1
911,4796,8730,1
912,14699,16755,1
913,25848,9377,1
914,31833,14826,1
915,39354,12201,1
916,39994,11794,1
917,23233,41281,1
918,13684,26115,1
919,20066,28986,1
920,32934,9004,1
921,7353,29454,1
922,23374,7363,1
923,6762,7363,1
924,30525,26460,1
925,3259,37109,1
926,33960,37618,1
927,32929,13661,1
928,12933,6453,1
929,16267,7079,1
930,6003,20780,1
931,17267,16219,1
932,2857,19139,1
933,39221,36801,1
934,7141,38229,1
935,25708,20673,1
936,16376,5356,1
937,4177,2997,1
938,34967,13401,1
939,19622,34850,1
940,35802,25457,1
941,14055,7383,1
942,27698,29994,1
943,20390,14153,1
944,3148,34481,1
945,19693,2201,1
946,1187,1101,1
947,17050,1102,1
948,1672,22174,1
949,28302,16387,1
950,35547,7060,1
951,26300,19040,1
952,7107,16388,1
953,21098,39355,1
954,21101,21699,1
955,20104,15264,1
956,32284,28082,1
957,12284,4230,1
958,11963,11921,1
959,854,9001,1
960,41346,11790,1
961,8679,26123,1
962,16232,17314,1
963,13117,23254,1
964,185,1593,1
965,22717,19735,1
966,22717,1163,1
967,13256,24614,1
968,18094,13781,1
969,13262,24613,1
970,5963,7469,1
971,32957,6373,1
972,23203,5289,1
973,23040,34941,1
974,25125,9650,1
975,13550,18825,1
976,7134,30544,1
977,7134,4796,1
978,23301,15156,1
979,5894,41294,1
980,35430,12646,1
981,5894,12646,1
982,1405,14714,1
983,37383,19139,1
984,35770,16219,1
985,6944,7708,1
986,28270,23201,1
987,41838,5347,1
988,21268,95,1
989,19766,11017,1
990,25481,19927,1
991,18923,37476,1
992,31964,27021,1
993,17197,3131,1
994,24728,10766,1
995,39534,11989,1
996,34764,35404,1
997,2776,12699,1
998,17330,8342,1
999,34955,4552,1
1000,10559,20288,1
1001,9786,33612,1
1002,10473,5025,1
1003,23633,19235,1
1004,10723,31334,1
1005,38459,7034,1
1006,7888,23513,1
1007,12127,35618,1
1008,39142,6220,1
1009,14147,36428,1
1010,31194,22718,1
1011,4595,22718,1
1012,14277,3048,1
1013,36421,9423,1
1014,7470,17184,1
1015,19832,31578,1
1016,28503,38854,1
1017,12495,17556,1
1018,31611,15721,1
1019,23278,12758,1
1020,5144,3304,1
1021,7378,9444,1
1022,34338,942,1
1023,38457,11963,1
1024,19036,28075,1
1025,20100,4348,1
1026,9677,37683,1
1027,7134,28084,1
1028,27412,31152,1
1029,13380,27466,1
1030,23279,36449,1
1031,3263,13206,1
1032,8448,4561,1
1033,28684,14923,1
1034,20762,22414,1
1035,29677,21161,1
1036,18265,37683,1
1037,21137,5348,1
1038,32515,34045,1
1039,17274,40686,1
1040,31920,7473,1
1041,3930,26976,1
1042,7073,28816,1
1043,23381,19622,1
1044,29530,19744,1
1045,23382,9015,1
1046,34682,38967,1
1047,24772,26565,1
1048,3146,12055,1
1049,21677,11174,1
1050,8674,19731,1
1051,12516,25470,1
1052,26115,1295,1
1053,26115,579,1
1054,22274,3056,1
1055,7114,23421,1
1056,4251,10497,1
1057,7118,7954,1
1058,40881,10559,1
1059,40783,30511,1
1060,7102,38132,1
1061,28991,40433,1
1062,8659,32932,1
1063,26417,41765,1
1064,18596,8042,1
1065,12007,20298,1
1066,14733,21791,1
1067,11076,19097,1
1068,40678,24890,1
1069,6825,16437,1
1070,34483,30519,1
1071,14137,15155,1
1072,20786,35800,1
1073,16216,25708,1
1074,11921,25695,1
1075,27505,27650,1
1076,10736,13473,1
1077,15073,21978,1
1078,7138,34799,1
1079,29451,24373,1
1080,20481,24373,1
1081,7114,21976,1
1082,37405,18876,1
1083,33360,27508,1
1084,30051,10632,1
1085,22239,19262,1
1086,17318,19399,1
1087,31613,1743,1
1088,3223,37505,1
1089,27131,1582,1
1090,7891,6580,1
1091,7083,30823,1
1092,28808,11864,1
1093,28689,11864,1
1094,7085,10217,1
1095,40433,11460,1
1096,18530,3151,1
1097,12751,37686,1
1098,16218,21735,1
1099,36214,4232,1
1100,12399,28895,1
1101,20266,22292,1
1102,7711,30281,1
1103,6676,30281,1
1104,22181,26515,1
1105,23403,37937,1
1106,19839,26667,1
1107,4726,5116,1
1108,23409,5115,1
1109,36228,24616,1
1110,19782,22413,1
1111,31211,13204,1
1112,26123,19698,1
1113,16225,15155,1
1114,10526,9017,1
1115,10521,20938,1
1116,7507,3089,1
1117,27442,5682,1
1118,35891,27843,1
1119,3321,16229,1
1120,41785,5129,1
1121,32508,31386,1
1122,34811,5331,1
1123,36676,20390,1
1124,16902,3148,1
1125,24153,30306,1
1126,17193,37850,1
1127,11629,17193,1
1128,5129,31211,1
1129,27843,16220,1
1130,35896,14938,1
1131,35628,17965,1
1132,18847,16425,1
1133,19019,22409,1
1134,8787,33279,1
1135,4560,8445,1
1136,8781,13620,1
1137,11892,19658,1
1138,26153,16234,1
1139,28753,20370,1
1140,19028,15082,1
1141,28283,28491,1
1142,20512,30504,1
1143,22389,3403,1
1144,19363,39217,1
1145,22389,13786,1
1146,3072,8044,1
1147,19687,5158,1
1148,33261,36335,1
1149,28296,2609,1
1150,24010,34988,1
1151,33005,25039,1
1152,6006,8438,1
1153,25247,2411,1
1154,30258,37267,1
1155,4629,31410,1
1156,28800,23086,1
1157,1965,36858,1
1158,11897,16950,1
1159,10487,479,1
1160,37309,28827,1
1161,37309,22198,1
1162,30114,11795,1
1163,28276,31337,1
1164,16387,10539,1
1165,16387,6747,1
1166,7140,24919,1
1167,7140,15622,1
1168,8691,40238,1
1169,31334,27617,1
1170,31326,35033,1
1171,31322,17675,1
1172,9022,37050,1
1173,22836,13760,1
1174,22228,5205,1
1175,23206,30829,1
1176,2637,12675,1
1177,34803,37920,1
1178,23834,27486,1
1179,15500,10616,1
1180,13263,10617,1
1181,26975,37335,1
1182,30516,19399,1
1183,22221,15258,1
1184,35791,19548,1
1185,35790,17277,1
1186,29919,40948,1
1187,28513,27895,1
1188,32181,28666,1
1189,8664,28810,1
1190,31999,15452,1
1191,19419,17207,1
1192,12503,17050,1
1193,10513,23274,1
1194,23254,29051,1
1195,29976,7681,1
1196,10628,11028,1
1197,10628,40691,1
1198,13174,40691,1
1199,2934,11799,1
1200,13759,10558,1
1201,16732,9507,1
1202,4733,15463,1
1203,7461,21676,1
1204,34499,10498,1
1205,523,17179,1
1206,33261,14683,1
1207,24152,24604,1
1208,35021,19128,1
1209,7642,30147,1
1210,35794,34768,1
1211,30115,36854,1
1212,14716,11795,1
1213,2636,30829,1
1214,39795,31254,1
1215,35326,30595,1
1216,21975,7929,1
1217,9286,35410,1
1218,17207,11437,1
1219,11895,6826,1
1220,20305,15293,1
1221,26523,36899,1
1222,32221,38469,1
1223,23365,30393,1
1224,38918,28689,1
1225,12495,19901,1
1226,32516,23147,1
1227,38932,18993,1
1228,15226,5609,1
1229,1994,11911,1
1230,24204,10689,1
1231,29454,2515,1
1232,29451,11239,1
1233,775,23797,1
1234,9004,27378,1
1235,26063,492,1
1236,7575,1086,1
1237,32090,13914,1
1238,8676,12130,1
1239,19409,6500,1
1240,20673,16603,1
1241,14119,20505,1
1242,11450,21267,1
1243,9800,30858,1
1244,37390,35322,1
1245,6403,19831,1
1246,12969,28084,1
1247,5960,22262,1
1248,38183,6399,1
1249,35627,20938,1
1250,23364,16792,1
1251,7123,36984,1
1252,2316,36989,1
1253,35404,32931,1
1254,7295,14538,1
1255,734,2009,1
1256,4645,4732,1
1257,21719,29454,1
1258,14049,4177,1
1259,33821,10493,1
1260,26121,25607,1
1261,30329,26564,1
1262,18231,15190,1
1263,25693,40285,1
1264,22246,9305,1
1265,20293,35317,1
1266,31365,3465,1
1267,19371,14361,1
1268,10776,41937,1
1269,33359,33569,1
1270,13631,16376,1
1271,21859,8358,1
1272,11925,15954,1
1273,14172,25470,1
1274,11079,18671,1
1275,14725,17978,1
1276,5563,12898,1
1277,7387,31973,1
1278,39535,8930,1
1279,7060,6410,1
1280,25157,4487,1
1281,5956,23105,1
1282,37356,14051,1
1283,9335,1593,1
1284,27888,32239,1
1285,19180,30511,1
1286,21301,28761,1
1287,38966,7578,1
1288,19032,27500,1
1289,36214,6517,1
1290,19142,19057,1
1291,11792,36385,1
1292,19139,36385,1
1293,9422,3263,1
1294,23946,3922,1
1295,33933,35225,1
1296,17308,40239,1
1297,7079,34016,1
1298,19830,28647,1
1299,30550,26149,1
1300,3205,40701,1
1301,3403,14923,1
1302,2620,8148,1
1303,2623,9422,1
1304,12676,6391,1
1305,36989,32754,1
1306,31334,23150,1
1307,40128,4558,1
1308,40128,16973,1
1309,33872,9423,1
1310,4626,13604,1
1311,11404,27486,1
1312,16404,16791,1
1313,16402,36991,1
1314,14716,11798,1
1315,33493,7077,1
1316,4642,7077,1
1317,6752,1102,1
1318,35221,20390,1
1319,16220,29527,1
1320,26123,30639,1
1321,41069,24989,1
1322,37686,19625,1
1323,26450,30516,1
1324,21975,9013,1
1325,39982,16497,1
1326,20475,14003,1
1327,36303,7135,1
1328,39224,21073,1
1329,36428,27279,1
1330,18997,2544,1
1331,31441,40698,1
1332,3246,7607,1
1333,23409,34489,1
1334,37476,35772,1
1335,40679,33505,1
1336,29976,34386,1
1337,34908,16338,1
1338,16376,16755,1
1339,10499,16769,1
1340,6259,15718,1
1341,10354,20294,1
1342,31486,28524,1
1343,7173,41406,1
1344,41561,819,1
1345,30905,945,1
1346,1830,24551,1
1347,34396,35633,1
1348,19036,12547,1
1349,8296,35572,1
1350,28824,9253,1
1351,4942,8392,1
1352,30855,40128,1
1353,31603,17184,1
1354,10486,11809,1
1355,10486,19128,1
1356,5338,19446,1
1357,37578,30450,1
1358,5289,19705,1
1359,24651,19550,1
1360,25559,38982,1
1361,10628,17240,1
1362,16218,7522,1
1363,8787,32552,1
1364,7026,11707,1
