,O,D,flow
1031,3978835965,65312622,1
1032,65307477,65317363,1
1033,65333715,65296204,1
1034,65317028,1419794106,1
1035,265506639,293752603,1
1036,65303659,1614316115,1
1037,258758544,65325725,1
1038,65348524,298082888,1
1039,3978797453,3910307154,1
1040,4757825786,65344005,1
1041,4089809876,65336496,1
1042,367017470,65303506,1
1043,276549440,4550670064,1
1044,4406692043,763662534,1
1045,2071244784,4550670064,1
1046,4406692046,65330572,1
1047,65325009,4177158847,1
1048,3719571438,1723738949,1
1049,1332541745,65310902,1
1050,65300107,3393385402,1
1051,65306991,3393386010,1
1052,65329978,65300056,1
1053,4019576776,3997758388,1
1054,65317342,3722672089,1
1055,65313442,3722672081,1
1056,65333831,4179515461,1
1057,259138834,2653206543,1
1058,65333356,65296066,1
1059,1126948206,2252547598,1
1060,763662537,612697175,1
1061,1511339712,2071244740,1
1062,4691975718,3684473631,1
1063,3978841943,65353279,1
1064,2019051052,65318224,1
1065,4763953216,65333647,1
1066,65293766,5020800957,1
1067,65293764,65317532,1
