,O,D,flow
5988,80187,31805,1
5989,9121,14575,1
5990,22584,19543,1
5991,14398,82725,1
5992,40116,78707,2
5993,55352,23750,1
5994,61659,82916,1
5995,74816,50638,1
5996,41764,27944,1
5997,58312,39956,1
5998,17366,50235,1
5999,31767,4223,1
6000,20050,21309,1
6001,1823,45391,1
6002,48783,58395,1
6003,25194,76725,1
6004,2287,16119,1
6005,14184,5950,1
6006,70141,44028,1
6007,39408,59182,1
6008,54878,18272,1
6009,53739,70720,1
6010,59202,52132,1
6011,49368,81598,1
6012,39302,58324,1
6013,32928,33490,1
6014,10755,45022,1
6015,43059,62059,1
6016,29013,62059,1
6017,19272,4902,1
6018,44454,73385,1
6019,44454,26637,1
6020,39736,31684,1
6021,39736,19958,1
6022,54720,49844,1
6023,39573,79181,1
6024,57658,28504,1
6025,55810,45133,1
6026,857,74581,1
6027,63140,49498,1
6028,66181,53074,1
6029,22457,28716,1
6030,34945,1284,1
6031,68783,21345,1
6032,12308,68884,1
6033,41990,13012,1
6034,33759,28397,1
6035,72382,83279,1
6036,72637,42503,1
6037,30471,7811,1
6038,40261,20616,1
6039,32517,67047,1
6040,21060,27582,1
6041,51092,82059,1
6042,46463,35154,1
6043,76798,40395,1
6044,18756,26666,1
6045,77529,12122,1
6046,71681,32296,1
6047,3529,64413,1
6048,48984,12659,1
6049,16102,33468,1
6050,77402,11581,1
6051,26105,32626,1
6052,73385,81018,1
6053,44421,27078,1
6054,62551,9260,1
6055,34644,40884,1
6056,43057,21817,1
6057,72053,49911,1
6058,55471,52831,1
6059,69161,28012,1
6060,49815,41138,1
6061,61767,10737,1
6062,29021,4489,1
6063,38345,14575,1
6064,21374,63559,1
6065,83279,73860,1
6066,39818,78706,1
6067,23882,72631,1
6068,9121,44028,1
6069,20433,34777,1
6070,64321,68883,1
6071,36110,5778,1
6072,48180,79571,1
6073,78002,4060,1
6074,51320,8211,1
6075,78959,16366,1
6076,58484,3439,1
6077,36570,75887,1
6078,82571,58309,1
6079,66509,66607,1
6080,33544,59037,1
6081,40450,68278,1
6082,49876,42126,1
6083,18511,81283,1
6084,59129,24005,1
6085,72934,3399,1
6086,10751,72197,1
6087,64691,70254,1
6088,13085,41163,1
6089,48976,50799,1
6090,59385,34953,1
6091,54484,9289,1
6092,72869,36754,1
6093,35404,17452,1
6094,31705,5264,1
6095,37050,82863,1
6096,2512,5587,1
6097,68256,75804,1
6098,16266,27373,1
6099,14454,7903,1
6100,2954,47125,1
6101,66070,65632,1
6102,11311,25391,1
6103,36084,82059,1
6104,62729,63895,1
6105,59300,79553,1
6106,71723,60569,1
6107,14711,46325,1
6108,40370,29352,1
6109,28888,46787,1
6110,5549,18475,1
6111,72774,42616,1
6112,63610,17966,1
6113,32356,42944,1
6114,26938,61670,1
6115,3338,21040,1
6116,46308,49333,1
6117,46308,37376,1
6118,3508,72210,1
6119,61109,16783,1
6120,49858,76197,1
6121,35539,41235,1
6122,33999,68184,1
6123,42609,1452,1
6124,17659,81194,1
6125,17898,32892,1
6126,51567,21412,1
6127,63514,31305,1
6128,65767,13895,1
6129,11337,1478,1
6130,14486,52231,1
6131,27134,63098,1
6132,25940,13687,1
6133,12363,38470,1
6134,1566,73514,1
6135,67512,13161,1
6136,27303,4535,1
6137,126,6623,1
6138,53042,57465,1
6139,6029,46408,1
6140,8727,8699,1
6141,2850,33928,1
6142,67785,33393,1
6143,53047,45456,1
6144,62549,22019,1
6145,10074,55514,1
6146,27944,54312,1
6147,19806,9243,1
6148,52251,29860,1
6149,181,65478,1
6150,68841,433,1
6151,41193,80991,1
6152,32863,17150,1
6153,49911,75500,1
6154,2034,12857,1
6155,33124,77174,1
6156,68972,31447,1
6157,14145,30502,1
6158,45171,13506,1
6159,50165,70141,1
6160,56064,75853,1
6161,7536,52363,1
6162,40908,64102,1
6163,49227,66971,1
6164,66229,18202,1
6165,58387,16921,1
6166,33976,24298,1
6167,42862,63098,1
6168,43153,63483,1
6169,28601,31212,1
6170,28601,63348,1
6171,41124,79196,1
6172,6735,15415,1
6173,43237,6617,1
6174,62059,31177,1
6175,34445,16528,1
6176,22714,64056,1
6177,74284,64056,1
6178,63098,38534,1
6179,3053,16876,1
6180,69697,66727,1
6181,29704,56686,1
6182,63534,32193,1
6183,75402,56415,1
6184,74021,80414,1
6185,63457,77276,1
6186,21014,15470,1
6187,72677,5264,1
6188,11148,9026,1
6189,36809,74249,1
6190,61866,28066,1
6191,34398,38630,1
6192,25006,33393,1
6193,1131,48172,1
6194,33559,4887,1
6195,45022,52511,1
6196,73769,45958,1
6197,6739,41912,1
6198,50142,34871,1
6199,81965,58861,1
6200,61702,67478,1
6201,18831,57358,1
6202,42457,13840,1
6203,11119,72625,1
6204,32707,64197,1
6205,73803,38232,1
6206,1228,12589,1
6207,44924,68417,1
6208,32308,7420,1
6209,79348,18499,1
6210,2805,76895,1
6211,42376,49842,1
6212,20018,55758,1
6213,70822,47831,1
6214,1592,32236,1
6215,41944,42236,1
6216,43410,52831,1
6217,4424,63783,1
6218,5430,56404,1
6219,64056,55569,1
6220,45223,8319,1
6221,80453,22701,1
6222,28601,58734,1
6223,33812,52235,1
6224,6371,33802,1
6225,33123,65017,1
6226,80688,81907,1
6227,45872,25967,1
6228,57617,8373,1
6229,38460,39267,1
6230,14711,74363,1
6231,82712,72116,1
6232,70817,37690,1
6233,9405,61154,1
6234,67345,54549,1
6235,55770,39111,1
6236,65125,21673,1
6237,26275,69524,1
6238,15559,16176,1
6239,14714,32784,1
6240,78978,11343,1
6241,1887,38969,1
6242,13969,55465,1
6243,72949,45923,1
6244,3268,78034,1
6245,29198,79242,1
6246,26380,34620,1
6247,67248,78696,1
6248,44372,71122,1
6249,4806,72656,1
6250,74021,2905,1
6251,54458,38920,1
6252,1545,72495,1
6253,11805,47878,1
6254,33152,47064,1
6255,38066,18675,1
6256,62132,67552,1
6257,82885,64690,1
6258,5268,58560,1
6259,16860,73871,1
6260,71295,33762,1
6261,37252,37662,1
6262,29298,37662,1
6263,12914,16326,1
6264,25331,55105,1
6265,27826,64704,1
6266,27826,70359,1
6267,30787,77419,1
6268,54669,37411,1
6269,28012,50344,1
6270,66678,63600,1
6271,44180,77879,1
6272,7490,67517,1
6273,56755,7482,1
6274,20384,69788,1
6275,28781,69788,1
6276,56967,79073,1
6277,69439,69788,1
6278,41218,61713,1
6279,43288,225,1
6280,35470,42845,1
6281,27527,81512,1
6282,27527,40056,1
6283,20093,47884,1
6284,31778,63712,1
6285,8703,39621,1
6286,75798,33527,1
6287,34258,42299,1
6288,17340,36231,1
6289,19186,39111,1
6290,28433,79764,1
6291,47997,34261,1
6292,69111,9672,1
6293,9672,22305,1
6294,79359,9368,1
6295,77830,70770,1
6296,50145,25907,1
6297,18672,80755,1
6298,55191,7253,1
6299,10426,61678,1
6300,71181,51422,1
6301,44498,61094,1
6302,28896,76338,1
6303,851,58312,1
6304,38762,24092,1
6305,34644,31292,1
6306,4735,21491,1
6307,14114,23925,1
6308,78505,11910,1
6309,22571,56202,1
6310,24081,81034,1
6311,17867,72123,1
6312,38525,82563,1
6313,42636,9121,1
6314,11928,38633,1
6315,9021,29633,1
6316,77139,38633,1
6317,68753,31268,1
6318,59016,27497,1
6319,81018,13840,1
6320,82269,82567,1
6321,68343,79063,1
6322,72365,82567,1
6323,80397,71169,1
6324,15826,59445,1
6325,73292,31119,1
6326,66144,52131,1
6327,21906,39069,1
6328,74284,48775,1
6329,41487,18086,1
6330,34958,21060,1
6331,53648,56971,1
6332,30682,31705,1
6333,39988,30966,1
6334,39586,14844,1
6335,56389,61271,1
6336,19662,72000,1
6337,9083,56807,1
6338,65214,75098,1
6339,11197,42008,1
6340,77608,66349,1
6341,20030,18227,1
6342,31962,66555,1
6343,28224,28362,1
6344,60144,43781,1
6345,19244,12472,1
6346,10920,73595,1
6347,17966,52933,1
6348,44337,4677,1
6349,4520,13763,1
6350,68152,15170,1
6351,76913,44582,1
6352,16646,80115,1
6353,67987,82152,1
6354,25194,49789,2
6355,72320,52279,1
6356,18192,6739,1
6357,7925,43858,1
6358,55120,45599,1
6359,25797,79916,1
6360,22569,26564,1
6361,35963,23970,1
6362,82212,35519,1
6363,18923,77694,1
6364,53196,46241,1
6365,69439,61556,1
6366,62349,519,1
6367,18920,52387,1
6368,37901,72009,1
6369,80729,33814,1
6370,19518,10441,1
6371,8022,21069,1
6372,58664,71281,1
6373,59037,2130,1
6374,19038,64682,1
6375,58312,76089,1
6376,16970,73438,1
6377,16829,52241,1
6378,79196,28416,1
6379,14659,42305,1
6380,31531,16708,1
6381,72466,60293,1
6382,79301,44563,1
6383,68972,21437,1
6384,1664,82788,1
6385,68247,21570,1
6386,67384,63747,1
6387,67384,22283,1
6388,76740,45456,1
6389,75726,2848,1
6390,35506,33848,1
6391,8174,38525,1
6392,63510,7595,2
6393,46933,19405,1
6394,54872,74655,1
6395,44532,23239,1
6396,40649,28920,1
6397,74671,71980,1
6398,25158,82277,1
6399,64136,62229,1
6400,13851,8822,1
6401,58534,48912,1
6402,73247,38012,1
6403,52127,42343,1
6404,39526,8174,1
6405,58923,45740,1
6406,58842,55068,1
6407,61319,78002,1
6408,65021,17827,1
6409,11109,49188,1
6410,71624,61312,1
6411,61356,74469,1
6412,69705,55471,1
6413,25907,14266,1
6414,81720,14266,1
6415,80755,14266,1
6416,82434,31668,1
6417,82434,31315,1
6418,52168,34132,1
6419,44747,44311,1
6420,5849,7940,1
6421,67684,72341,1
6422,30588,61544,1
6423,9614,29633,1
6424,53648,35437,1
6425,44351,48403,1
6426,80312,75931,1
6427,43158,37376,1
6428,60672,72625,1
6429,20208,76645,1
6430,57004,22686,1
6431,57004,77871,1
6432,45579,8289,1
6433,14421,40996,1
6434,72135,6259,1
6435,52546,69399,1
6436,53199,81091,1
6437,199,81840,1
6438,55746,51839,1
6439,26707,47938,1
6440,46940,17777,1
6441,2499,5517,1
6442,34143,67901,1
6443,42107,20903,1
6444,44924,71281,1
6445,68597,26752,1
6446,63123,68357,1
6447,30876,29750,1
6448,59131,55313,1
6449,66349,80875,1
6450,42351,2552,1
6451,25669,80814,1
6452,65902,46967,1
6453,5430,81301,1
6454,73803,50534,1
6455,80130,21993,1
6456,29592,61883,1
6457,31355,28129,1
6458,29216,14018,1
6459,15533,16569,1
6460,72583,16442,1
6461,35245,38025,1
6462,556,33559,1
6463,43858,49290,1
6464,36064,60910,1
6465,76450,62369,1
6466,6263,25155,1
6467,10580,17684,1
6468,43486,44762,1
6469,34644,24331,1
6470,77890,46477,1
6471,38505,40676,1
6472,12901,17226,1
6473,70785,67660,1
6474,37995,15513,1
6475,68149,8612,1
6476,12940,13313,1
6477,83006,34101,1
6478,82916,2822,1
6479,73919,63795,1
6480,44196,60152,1
6481,14588,66160,1
6482,8699,2507,1
6483,79168,32505,1
6484,53470,7073,1
6485,79461,80397,1
6486,44040,82916,1
6487,48313,22494,1
6488,51985,31198,1
6489,28685,81302,1
6490,14273,38679,1
6491,19489,74913,1
6492,808,24461,1
6493,36682,55217,1
6494,11044,30502,1
6495,71384,63830,1
6496,1621,34456,1
6497,12391,12606,1
6498,29628,5137,1
6499,63098,5137,1
6500,15332,78002,1
6501,17815,6024,1
6502,34623,7437,1
6503,6970,31433,1
6504,18768,1892,1
6505,75885,73438,1
6506,67025,28888,1
6507,42624,29839,1
6508,59653,52831,1
6509,62177,7482,1
6510,76719,29633,1
6511,77495,82712,1
6512,45890,44543,1
6513,11109,15221,1
6514,48038,51789,1
6515,27732,62349,1
6516,37239,15338,1
6517,19262,29304,1
6518,162,17549,1
6519,15893,10393,1
6520,64608,32573,1
6521,52140,41124,1
6522,23830,5334,1
6523,39971,77725,1
6524,35679,56237,1
6525,41389,66843,1
6526,24098,24008,1
6527,60627,59724,1
6528,71645,11343,1
6529,24730,29198,1
6530,38201,11703,1
6531,72866,71334,1
6532,21714,10049,1
6533,61544,59931,1
6534,77915,61268,1
6535,27835,49241,1
6536,49920,21106,1
6537,68069,15931,1
6538,52958,65601,1
6539,70420,67303,1
6540,7535,21634,1
6541,49328,64709,1
6542,11516,4471,1
6543,34928,61127,1
6544,18950,68551,1
6545,14619,75098,1
6546,13873,12363,1
6547,49229,2454,1
6548,45000,5934,1
6549,22703,8455,1
6550,70610,81018,1
6551,68549,16714,1
6552,70610,1423,1
6553,241,41195,1
6554,75098,33376,1
6555,48172,71277,1
6556,65451,27956,1
6557,52831,21609,1
6558,72096,79549,1
6559,54200,17104,1
6560,49515,82333,1
6561,53193,49188,1
6562,70297,8158,1
6563,38199,26275,1
6564,36905,82183,1
6565,56840,48976,1
6566,18756,45311,1
6567,25547,12558,1
6568,44720,33468,1
6569,37621,55473,1
6570,60751,82364,1
6571,21857,48908,1
6572,62015,62628,1
6573,21490,38657,1
6574,6888,51414,1
6575,54200,10225,1
6576,48778,10710,1
6577,11093,30339,1
6578,5342,79206,1
6579,52546,19717,1
6580,35372,56786,1
6581,67408,47400,1
6582,76041,26455,1
6583,62070,41191,1
6584,68242,71624,1
6585,75668,52254,1
6586,40884,62807,1
6587,45546,26558,1
6588,17771,62820,1
6589,71872,42006,1
6590,25629,47362,1
6591,62813,13148,1
6592,57827,68576,1
6593,539,57032,1
6594,60449,8863,1
6595,40563,44454,1
6596,54038,19272,1
6597,39736,63306,1
6598,83033,58425,1
6599,6623,12323,1
6600,8168,47620,1
6601,8168,68656,1
6602,42406,3275,1
6603,39322,60549,1
6604,23947,26565,1
6605,66287,519,1
6606,60728,36479,1
6607,6246,81403,1
6608,73767,59308,1
6609,24699,81126,1
6610,44136,46151,1
6611,21628,5708,1
6612,47971,5708,1
6613,39554,13357,1
6614,18758,3183,1
6615,9558,38970,1
6616,18675,63518,1
6617,18137,47026,1
6618,21013,1037,1
6619,66304,45311,1
6620,39716,26275,1
6621,9292,55660,1
6622,52694,74220,1
6623,16348,2799,1
6624,5290,39503,1
6625,72709,12391,1
6626,29304,34138,1
6627,2619,67517,1
6628,52148,59537,1
6629,55269,69439,1
6630,37084,52540,1
6631,30075,64585,1
6632,79571,63738,1
6633,338,50310,1
6634,55235,27723,1
6635,52387,62289,1
6636,52387,47757,1
6637,75414,51985,1
6638,71322,63116,1
6639,62480,50987,1
6640,52730,60138,1
6641,48069,59129,1
6642,68343,46115,1
6643,57324,18321,1
6644,44729,18524,1
6645,26765,19806,1
6646,73849,9268,1
6647,75108,47853,1
6648,28837,22857,1
6649,3010,61561,1
6650,8174,23464,1
6651,39892,21437,1
6652,34463,79549,1
6653,8005,35569,1
6654,3893,10289,1
6655,76655,39328,1
6656,23843,5954,1
6657,57922,53384,1
6658,57667,2134,1
6659,14588,28085,1
6660,12746,27680,1
6661,12746,23428,1
6662,27807,21778,1
6663,29342,63483,1
6664,41727,66716,1
6665,52699,9701,1
6666,82678,68918,1
6667,22651,50880,1
6668,51936,65483,1
6669,38216,20407,1
6670,21982,42636,1
6671,6039,15332,1
6672,36978,28361,1
6673,80504,34755,1
6674,47982,23910,1
6675,62595,38679,1
6676,37352,72857,1
6677,58747,49515,1
6678,42008,31019,1
6679,4942,14925,1
6680,66474,62831,1
6681,21143,25163,1
6682,53634,19640,1
6683,4433,6404,1
6684,34777,70557,1
6685,61235,60078,1
6686,3074,49315,1
6687,54190,74721,1
6688,60302,58879,1
6689,59296,33138,1
6690,69027,3026,1
6691,73457,44754,1
6692,45456,62911,1
6693,34516,38679,1
6694,79582,70923,1
6695,71411,75363,1
6696,38584,4447,1
6697,52541,21629,1
6698,80758,70348,1
6699,28443,39444,1
6700,1924,47525,1
6701,18723,38633,1
6702,64468,35437,1
6703,80232,47981,1
6704,74229,3126,1
6705,66805,82605,1
6706,51985,29570,1
6707,76857,23059,1
6708,53197,8495,1
6709,30703,38173,1
6710,47757,65867,1
6711,79073,7266,1
6712,57102,71484,1
6713,74770,32256,1
6714,16867,59755,1
6715,58162,58319,1
6716,82195,70587,1
6717,6739,28601,1
6718,82653,26210,1
6719,82021,51094,1
6720,18086,10241,1
6721,2448,52546,1
6722,52030,20030,1
6723,12176,51393,1
6724,8654,83324,1
6725,79812,30489,1
6726,24669,37500,1
6727,52320,50050,1
6728,17102,25828,1
6729,54903,199,1
6730,51320,83158,1
6731,4902,41341,1
6732,43956,66756,1
6733,45962,6229,1
6734,1092,2805,1
6735,45316,51789,1
6736,78862,55186,1
6737,56983,43463,1
6738,38053,65781,1
6739,69777,72476,1
6740,59068,81951,1
6741,34526,17739,1
6742,81541,39736,1
6743,617,83324,1
6744,3450,26009,1
6745,4834,53043,1
6746,59345,43057,1
6747,71860,61678,1
6748,48572,61678,1
6749,35527,4487,1
6750,11750,14588,1
6751,57040,72869,1
6752,78944,73803,1
6753,42342,78978,1
6754,42342,9558,1
6755,78553,43256,1
6756,16628,73056,1
6757,41596,1318,1
6758,4447,26950,1
6759,44085,14816,1
6760,8373,20801,1
6761,32288,57383,1
6762,32137,60664,1
6763,27778,12054,1
6764,17204,30798,1
6765,13664,82211,1
6766,82605,34536,1
6767,10377,10077,1
6768,22647,21897,1
6769,38072,74655,1
6770,36222,44729,1
6771,72882,54532,1
6772,69927,74284,1
6773,23174,81965,1
6774,5849,73865,1
6775,595,8166,1
6776,82396,21374,1
6777,16829,30370,1
6778,52279,49794,1
6779,15172,9612,1
6780,70310,64123,1
6781,75636,52943,1
6782,76710,29021,1
6783,31537,52251,1
6784,28138,82605,1
6785,70187,50485,1
6786,79992,11385,1
6787,38270,33696,1
6788,55770,1323,1
6789,55157,4408,1
6790,80909,3397,1
6791,36532,36496,1
6792,78961,17988,1
6793,29816,3300,1
6794,29816,71059,1
6795,69161,7884,1
6796,51994,6247,1
6797,51994,34506,1
6798,14451,23218,1
6799,75267,26275,1
6800,63699,26275,1
6801,68326,77130,1
6802,82425,31088,1
6803,4433,31088,1
6804,12940,46248,1
6805,15152,63715,1
6806,55605,33448,1
6807,75004,75097,1
6808,24296,45456,1
6809,47023,21039,1
6810,55471,18501,1
6811,18212,12473,1
6812,36974,30883,1
6813,52486,67909,1
6814,64677,75658,1
6815,83001,50092,1
6816,76806,6252,1
6817,36048,21364,1
6818,50682,22457,1
6819,39444,52546,1
6820,44402,52546,1
6821,2545,70141,1
6822,38769,76822,1
6823,35686,68406,1
6824,67755,40629,1
6825,8603,36689,1
6826,18591,55453,1
6827,10365,31305,1
6828,76523,81783,1
6829,29886,50162,1
6830,74913,15706,1
6831,47368,10025,1
6832,12901,22794,1
6833,44563,46541,1
6834,44563,33088,1
6835,35292,16396,1
6836,72761,36088,1
6837,37939,33941,1
6838,25842,73961,1
6839,6615,73874,1
6840,55851,48778,1
6841,41713,7488,1
6842,29311,59592,1
6843,73987,15555,1
6844,64129,13906,1
6845,59042,45584,1
6846,51985,19476,1
6847,49515,45391,1
6848,34871,60475,1
6849,22494,43347,1
6850,14266,4648,1
6851,28601,69313,1
6852,69605,34318,1
6853,10306,76752,1
6854,75144,75672,1
6855,80078,75363,1
6856,33304,58737,1
6857,12120,37717,1
6858,27205,39408,1
6859,66575,13251,1
6860,12914,14469,1
6861,79073,79764,1
6862,79073,43347,1
6863,58716,74295,1
6864,21491,48328,1
6865,69862,15338,1
6866,22865,18675,1
6867,28502,49515,1
6868,9805,81084,1
6869,65476,28113,1
6870,60841,63024,1
6871,78527,10751,1
6872,36629,60664,1
6873,60036,34458,1
6874,26564,33393,1
6875,37662,16037,1
6876,13903,55508,1
6877,41609,20616,1
6878,51486,42187,1
6879,11182,4359,1
6880,78155,47117,1
6881,82681,33734,1
6882,42008,27858,1
6883,61068,45618,1
6884,44305,25437,1
6885,33820,28497,1
6886,77481,58923,1
6887,34132,81544,1
6888,10815,3998,1
6889,45618,63664,1
6890,5408,32123,1
6891,13145,21374,1
6892,76623,129,1
6893,26977,12645,1
6894,25876,75296,1
6895,77694,18498,1
6896,66148,61736,1
6897,67517,78034,1
6898,38969,58841,1
6899,30759,3074,1
6900,21190,42598,1
6901,12687,61282,1
6902,72741,54292,1
6903,38354,24448,1
6904,69428,73803,1
6905,26590,73803,1
6906,49525,5477,1
6907,41404,69731,1
6908,9432,41371,1
6909,66578,33468,1
6910,49422,17953,1
6911,34014,45223,1
6912,6931,2454,1
6913,38474,42930,1
6914,83244,83067,1
6915,60910,34261,1
6916,9810,129,1
6917,622,9786,1
6918,49241,50157,1
6919,27936,80817,1
6920,78735,61736,1
6921,32087,79619,1
6922,28845,48075,1
6923,51348,65812,1
6924,7651,34283,1
6925,5185,59050,1
6926,73606,1064,1
6927,51320,19272,1
6928,7677,67025,1
6929,11910,66975,1
6930,70458,61276,1
6931,7212,68561,1
6932,72053,50326,1
6933,7212,58664,1
6934,70980,61408,1
6935,76283,45311,1
6936,19429,42182,1
6937,61026,82003,1
6938,79398,81966,1
6939,7658,48492,1
6940,70478,3535,1
6941,76801,5257,1
6942,49927,70224,1
6943,7179,8220,1
6944,23980,35372,1
6945,75009,62132,1
6946,3947,45311,1
6947,35911,33561,1
6948,42920,60981,1
6949,10449,3585,1
6950,6888,22193,1
6951,43017,16604,1
6952,56874,53974,1
6953,20571,3746,1
6954,11818,13620,1
6955,623,67661,1
6956,21039,29633,1
6957,65642,18362,1
6958,1825,48313,1
6959,35026,6270,1
6960,10316,63426,1
6961,82718,57914,1
6962,45864,76867,1
6963,45864,6299,1
6964,69862,23936,1
6965,76740,23936,1
6966,69862,31256,1
6967,11805,75011,1
6968,44354,13083,1
6969,70438,52223,1
6970,6371,27047,1
6971,50862,42760,1
6972,33801,10562,1
6973,82885,75273,1
6974,21491,29013,1
6975,17348,28292,1
6976,69862,48075,1
6977,8068,57819,1
6978,37962,34049,1
6979,2700,34049,1
6980,30506,51789,1
6981,28954,41997,1
6982,31531,14966,1
6983,42546,55634,1
6984,30502,8010,1
6985,28940,40435,1
6986,20753,78505,1
6987,55781,53921,1
6988,58466,66396,1
6989,61697,65504,1
6990,52933,40012,1
6991,102,61026,1
6992,40678,29339,1
6993,68301,28863,1
6994,61988,21892,1
6995,51756,34503,1
6996,20639,33973,1
6997,25194,79810,1
6998,8431,11343,1
6999,58676,45022,1
7000,65258,8168,1
7001,41629,58861,1
7002,8,27994,1
7003,64302,40295,1
7004,38182,10247,1
7005,10079,51060,1
7006,51990,51903,1
7007,57805,79549,1
7008,23052,2863,1
7009,14145,69170,1
7010,58442,68095,1
7011,14145,38969,1
7012,15574,36102,1
7013,26774,64129,1
7014,58799,47492,1
7015,8991,71562,1
7016,52483,11176,1
7017,51820,64124,1
7018,10901,3795,1
7019,27356,80849,1
7020,54890,6199,1
7021,19169,62875,1
7022,39736,7903,1
7023,55014,53501,1
7024,33275,50875,1
7025,80416,80681,1
7026,30450,12010,1
7027,28131,71234,1
7028,23290,60378,1
7029,11357,37011,1
7030,27356,70056,1
7031,76262,41343,1
7032,79846,70297,1
7033,12901,49333,1
7034,70785,66148,1
7035,67576,34643,1
7036,40736,22797,1
7037,79619,32704,1
7038,61736,21047,1
7039,45731,6335,1
7040,68256,3644,1
7041,61411,30420,1
7042,59866,68343,1
7043,17105,22045,1
7044,83167,53954,1
7045,81512,5107,1
7046,55746,14184,1
7047,41713,76686,1
7048,1165,81931,1
7049,10141,26105,1
7050,16604,53648,1
7051,56786,29839,1
7052,37913,82331,1
7053,13858,75805,1
7054,32519,10064,1
7055,44413,6253,1
7056,35943,70557,1
7057,6091,62549,1
7058,28292,24446,1
7059,52610,21656,1
7060,17379,67999,1
7061,18265,40223,1
7062,74313,48501,1
7063,57267,6039,1
7064,3856,75414,1
7065,66595,13403,1
7066,37901,28100,1
7067,58737,23429,1
7068,31433,46151,1
7069,57004,14266,1
7070,25833,35802,1
7071,36532,12176,1
7072,58477,30670,1
7073,82538,41059,1
7074,25984,54759,1
7075,82397,41829,1
7076,11516,76705,1
7077,30647,31256,1
7078,20327,46354,1
7079,22919,38630,1
7080,12857,60541,1
7081,59958,77344,1
7082,17204,78874,1
7083,54461,21060,1
7084,11043,30223,1
7085,14619,83324,1
7086,14619,10646,1
7087,1764,2930,1
7088,18192,44351,1
7089,12271,64197,1
7090,16649,72882,1
7091,15683,42192,1
7092,69872,55780,1
7093,17226,7609,1
7094,74856,921,1
7095,44494,1626,1
7096,30696,60910,1
7097,66686,42182,1
7098,46544,82183,1
7099,14659,1732,1
7100,13184,23289,1
7101,41649,30104,1
7102,65601,37062,1
7103,46115,58324,1
7104,40904,20571,1
7105,3795,82397,1
7106,2914,29620,1
7107,42389,74655,1
7108,42351,30303,1
7109,6024,76279,1
7110,42937,1669,1
7111,49487,23476,1
7112,13906,26605,1
7113,33828,55221,1
7114,12352,17966,1
7115,12393,62289,1
7116,9005,62289,1
7117,80894,65736,1
7118,43109,12540,1
7119,76719,26254,1
7120,56922,71851,1
7121,27851,75296,1
7122,55634,37341,1
7123,49795,37236,1
7124,53693,68699,1
7125,24378,83255,1
7126,17960,52661,1
7127,546,62059,1
7128,64588,45022,1
7129,5862,9432,1
7130,60541,46151,1
7131,61713,9811,1
7132,6261,43453,1
7133,10956,33707,1
7134,4418,79661,1
7135,10908,42629,1
7136,11093,9401,1
7137,65737,77765,1
7138,15277,51985,1
7139,54899,21530,1
7140,5632,57490,1
7141,79073,67785,1
7142,56675,6186,1
7143,76790,82725,1
7144,1349,81018,1
7145,30616,35608,1
7146,70636,7651,1
7147,79742,58516,1
7148,59182,34828,1
7149,68599,4104,1
7150,42280,36802,1
7151,74714,28100,1
7152,25997,76283,1
7153,18208,19219,1
7154,14935,15690,1
7155,14034,68132,1
7156,14034,42425,1
7157,47002,74872,1
7158,18891,7255,1
7159,49643,28520,1
7160,20003,37431,1
7161,50605,47884,1
7162,35647,50177,1
7163,26917,70029,1
7164,20286,37946,1
7165,11769,32626,1
7166,49298,82269,1
7167,19559,47362,1
7168,5746,14575,1
7169,17226,76857,1
7170,17226,59958,1
7171,67660,50987,1
7172,37581,40194,1
7173,70348,79764,1
7174,47878,17538,1
7175,7192,1132,1
7176,38657,75003,1
7177,33619,23101,1
7178,63141,25194,1
7179,66710,42343,1
7180,69194,18124,1
7181,28711,63224,1
7182,28454,55186,1
7183,21444,11928,1
7184,26565,11928,1
7185,28454,61435,1
7186,53634,82725,1
7187,35490,82725,1
7188,53416,21229,1
7189,17881,69064,1
7190,58387,2668,1
7191,1664,51414,1
7192,65767,67684,1
7193,45705,4207,1
7194,38465,65073,1
7195,62476,63712,1
7196,759,76616,1
7197,80990,319,1
7198,62177,80781,1
7199,18145,68427,1
7200,82678,64938,1
7201,46366,32726,1
7202,75782,43191,1
7203,65550,35373,1
7204,10470,73299,1
7205,29816,49666,1
7206,41124,40035,1
7207,28601,23471,1
7208,39917,55854,1
7209,57942,41343,1
7210,21014,61975,1
7211,6125,64162,1
7212,23750,54719,1
7213,50534,79261,1
7214,61300,21838,1
7215,5220,2147,1
7216,26401,50638,1
7217,77931,67660,1
7218,37094,52236,1
7219,46604,29892,1
7220,9432,37658,1
7221,64146,34268,1
7222,2343,10646,1
7223,2343,28100,1
7224,63454,13877,1
7225,68161,45231,1
7226,45958,60841,1
7227,62674,28954,1
7228,52831,39467,1
7229,10449,42428,1
7230,62453,16983,1
7231,28706,82339,1
7232,67474,4233,1
7233,79540,41727,1
7234,71503,31544,1
7235,75704,16781,1
7236,65953,21060,1
7237,21060,69697,1
7238,67660,28250,1
7239,17226,62595,1
7240,4267,44180,1
7241,28601,10057,1
7242,9877,28848,1
7243,12016,4469,1
7244,32622,44018,1
7245,74524,19332,1
7246,17522,54292,1
7247,5587,12940,1
7248,33541,72020,1
7249,1055,12146,1
7250,32225,8486,1
7251,63483,21060,1
7252,43398,21060,1
7253,6623,67660,1
7254,79467,50145,1
7255,37543,38326,1
7256,14624,61561,1
7257,29376,21892,1
7258,72477,4408,1
7259,64527,12271,1
7260,30420,2287,1
7261,14464,14184,1
