"year","group_mode","group_purpose","odistrict","downtown","soma","n_beach_and_chinatown","western_market","mission_and_potrero","noe_and_glen_and_bernal","marina_and_n_heights","richmond","bayshore","outer_mission","hill_districts","sunset","south_bay","east_bay","north_bay"
"2015","transit","total","Downtown",32270.0,10299.0,17165.0,20563.0,24480.0,8292.0,13750.0,8439.0,7887.0,6867.0,5361.0,11108.0,22708.0,55123.0,5995.0
"2050","walk/bike","total","Noe/Glen/Bernal",1172.0,950.0,299.0,2595.0,6995.0,12134.0,382.0,126.0,2704.0,2044.0,2216.0,755.0,330.0,0.0,7.0
"2050","transit","total","Hill Districts",6750.0,3167.0,1272.0,2500.0,3160.0,1137.0,1106.0,780.0,1428.0,1889.0,1668.0,3641.0,2020.0,1355.0,92.0
"2015","uber/lyft","mandatory","Downtown",10084.0,3175.0,5886.0,1431.0,1629.0,224.0,1646.0,330.0,397.0,102.0,190.0,407.0,356.0,479.0,52.0
"2015","transit","total","Sunset",11766.0,2192.0,2137.0,3318.0,2179.0,960.0,1677.0,2026.0,747.0,1823.0,2505.0,8981.0,2363.0,1639.0,206.0
"2015","walk/bike","mandatory","Bayshore",371.0,169.0,85.0,172.0,783.0,601.0,79.0,33.0,4570.0,525.0,257.0,156.0,377.0,0.0,2.0
"2050","transit","discretionary","SoMa",11968.0,4506.0,2560.0,2538.0,4438.0,1126.0,1272.0,766.0,1727.0,983.0,616.0,1341.0,1072.0,4444.0,180.0
"2050","walk/bike","mandatory","SoMa",11126.0,10744.0,2064.0,2048.0,4907.0,303.0,979.0,195.0,318.0,104.0,167.0,321.0,129.0,107.0,18.0
"2015","transit","mandatory","Outer Mission",4779.0,940.0,805.0,471.0,801.0,363.0,268.0,131.0,530.0,926.0,1158.0,1113.0,1096.0,621.0,45.0
"2015","transit","total","SoMa",10467.0,2903.0,2929.0,3868.0,5222.0,1614.0,1999.0,1182.0,2157.0,1358.0,1288.0,2183.0,4766.0,10659.0,1072.0
"2050","total","total","Marina/N. Heights",48644.0,18014.0,31802.0,40451.0,18764.0,5176.0,71424.0,22039.0,5707.0,4325.0,5095.0,15582.0,13055.0,15433.0,9404.0
"2015","transit","discretionary","SoMa",5270.0,1587.0,1188.0,1582.0,1960.0,630.0,617.0,337.0,620.0,500.0,300.0,689.0,626.0,1789.0,92.0
"2050","drive","discretionary","SoMa",14004.0,19498.0,5720.0,7826.0,20613.0,3601.0,4573.0,2456.0,8248.0,3511.0,2061.0,4141.0,9022.0,12396.0,1722.0
"2050","uber/lyft","discretionary","Downtown",38366.0,19525.0,17099.0,6300.0,6189.0,642.0,4477.0,722.0,651.0,265.0,263.0,603.0,226.0,382.0,33.0
"2015","uber/lyft","mandatory","Sunset",370.0,131.0,251.0,218.0,117.0,45.0,117.0,81.0,43.0,86.0,104.0,305.0,170.0,24.0,9.0
"2015","walk/bike","mandatory","Marina/N. Heights",3995.0,663.0,2212.0,2631.0,598.0,163.0,5484.0,970.0,71.0,56.0,108.0,454.0,67.0,0.0,24.0
"2015","transit","mandatory","Hill Districts",3948.0,1063.0,980.0,1506.0,1619.0,640.0,608.0,523.0,613.0,1289.0,999.0,1651.0,1350.0,1073.0,56.0
"2015","transit","mandatory","Noe/Glen/Bernal",5557.0,1025.0,845.0,617.0,933.0,486.0,386.0,117.0,414.0,364.0,647.0,552.0,675.0,761.0,60.0
"2050","uber/lyft","discretionary","SoMa",19119.0,18773.0,6184.0,3970.0,8462.0,824.0,2326.0,413.0,881.0,315.0,285.0,516.0,249.0,433.0,19.0
"2050","drive","discretionary","Bayshore",8361.0,7974.0,3242.0,5898.0,25712.0,11259.0,2853.0,1514.0,65800.0,15013.0,5740.0,7271.0,29653.0,6254.0,806.0
"2050","transit","total","South Bay",26420.0,7514.0,4302.0,2565.0,5825.0,1203.0,1876.0,880.0,2754.0,2345.0,2037.0,4677.0,421495.0,23297.0,268.0
"2050","uber/lyft","discretionary","South Bay",198.0,245.0,123.0,86.0,200.0,77.0,30.0,21.0,180.0,413.0,130.0,414.0,85574.0,223.0,1.0
"2050","uber/lyft","mandatory","Western Market",2349.0,1832.0,1171.0,757.0,784.0,134.0,663.0,177.0,151.0,68.0,155.0,317.0,260.0,166.0,50.0
"2015","drive","total","Bayshore",8387.0,5854.0,3252.0,5885.0,18687.0,10973.0,3334.0,1830.0,40594.0,12654.0,5753.0,6732.0,29823.0,10058.0,1840.0
"2015","total","mandatory","Hill Districts",6172.0,2328.0,1845.0,3722.0,4414.0,2867.0,1952.0,1915.0,2760.0,5264.0,5558.0,7455.0,9304.0,3762.0,988.0
"2015","total","total","N. Beach/Chinatown",84249.0,17223.0,78822.0,16989.0,16369.0,4167.0,30421.0,7032.0,5522.0,3016.0,2910.0,6528.0,12391.0,22702.0,7070.0
"2050","drive","discretionary","Downtown",20294.0,14581.0,10780.0,11325.0,16514.0,3889.0,9695.0,5246.0,8839.0,3992.0,2352.0,5892.0,11655.0,12513.0,3712.0
"2050","transit","mandatory","SoMa",14304.0,5607.0,3546.0,3590.0,8646.0,1391.0,2632.0,1329.0,2777.0,1395.0,2547.0,3009.0,6248.0,18015.0,1026.0
"2015","total","total","Hill Districts",10204.0,4057.0,3027.0,10299.0,10761.0,10073.0,4472.0,4988.0,6964.0,17700.0,21788.0,25054.0,21355.0,5645.0,1756.0
"2050","total","total","South Bay",48640.0,26737.0,14185.0,19737.0,46139.0,18088.0,13333.0,14187.0,55004.0,54218.0,25646.0,73944.0,11857154.0,460199.0,9965.0
"2050","walk/bike","mandatory","North Bay",43.0,18.0,20.0,25.0,6.0,5.0,49.0,22.0,3.0,1.0,5.0,29.0,7.0,473.0,100924.0
"2015","walk/bike","discretionary","SoMa",15455.0,11891.0,2573.0,3093.0,5512.0,342.0,892.0,134.0,208.0,56.0,83.0,127.0,43.0,3.0,7.0
"2050","walk/bike","total","East Bay",1.0,294.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1336.0,1782420.0,1198.0
"2015","uber/lyft","mandatory","Western Market",1249.0,417.0,841.0,428.0,378.0,74.0,431.0,115.0,97.0,34.0,115.0,199.0,116.0,92.0,26.0
"2015","drive","discretionary","Hill Districts",2073.0,1256.0,757.0,4837.0,5183.0,5336.0,2069.0,2714.0,3813.0,9318.0,9561.0,13599.0,11397.0,1736.0,752.0
"2015","uber/lyft","total","Mission/Potrero",4233.0,2457.0,2323.0,1685.0,3036.0,669.0,796.0,150.0,410.0,195.0,254.0,326.0,228.0,111.0,16.0
"2050","total","discretionary","Western Market",38172.0,20380.0,12175.0,70897.0,31197.0,10147.0,29608.0,14046.0,7040.0,6291.0,7808.0,19489.0,10094.0,7023.0,3220.0
"2050","total","mandatory","N. Beach/Chinatown",31453.0,12580.0,19348.0,7124.0,10538.0,1901.0,9666.0,3214.0,3325.0,1727.0,1679.0,4016.0,8492.0,18375.0,3616.0
"2015","drive","total","Mission/Potrero",17516.0,14029.0,7755.0,18965.0,48332.0,16068.0,9544.0,5313.0,18719.0,10136.0,7366.0,11479.0,27591.0,18513.0,4417.0
"2015","drive","total","SoMa",13023.0,10062.0,5629.0,8275.0,14434.0,3920.0,5548.0,3356.0,5912.0,3416.0,2291.0,4756.0,12891.0,16242.0,3801.0
"2050","walk/bike","total","South Bay",330.0,208.0,73.0,219.0,486.0,306.0,123.0,93.0,1535.0,3540.0,709.0,2022.0,1333701.0,1346.0,18.0
"2015","drive","mandatory","Noe/Glen/Bernal",2396.0,1425.0,860.0,1836.0,3358.0,2097.0,1242.0,683.0,2304.0,1576.0,1573.0,2094.0,5702.0,2825.0,744.0
"2050","transit","total","Marina/N. Heights",16642.0,4041.0,4828.0,4334.0,3301.0,895.0,5283.0,2702.0,878.0,760.0,1102.0,2491.0,1871.0,4942.0,741.0
"2015","drive","mandatory","East Bay",14579.0,9777.0,6497.0,5720.0,10478.0,2791.0,5761.0,3079.0,5829.0,2762.0,2662.0,5462.0,203160.0,2100470.0,67199.0
"2015","uber/lyft","mandatory","North Bay",46.0,14.0,76.0,25.0,11.0,2.0,28.0,5.0,2.0,3.0,2.0,11.0,7.0,89.0,3330.0
"2015","transit","total","Marina/N. Heights",14433.0,2068.0,4358.0,3599.0,2045.0,715.0,4317.0,2052.0,446.0,511.0,837.0,1696.0,1270.0,3028.0,750.0
"2050","drive","total","North Bay",7304.0,3877.0,4987.0,5640.0,4866.0,1385.0,8296.0,6304.0,2089.0,1483.0,1653.0,7171.0,9807.0,167126.0,2761065.0
"2050","walk/bike","mandatory","Western Market",5085.0,2156.0,1250.0,6120.0,2190.0,575.0,3364.0,722.0,229.0,122.0,367.0,1018.0,130.0,0.0,21.0
"2050","total","total","Mission/Potrero",88140.0,72990.0,23453.0,42678.0,171145.0,30493.0,18520.0,8837.0,44275.0,18444.0,14291.0,21766.0,45963.0,35782.0,5467.0
"2015","drive","discretionary","East Bay",10352.0,6114.0,4994.0,4917.0,7765.0,2520.0,3926.0,2253.0,4185.0,2713.0,1787.0,4048.0,156232.0,5350395.0,63870.0
"2015","walk/bike","discretionary","N. Beach/Chinatown",24464.0,2830.0,32325.0,2333.0,1141.0,160.0,7483.0,248.0,88.0,15.0,48.0,110.0,22.0,1.0,15.0
"2015","drive","discretionary","Noe/Glen/Bernal",3438.0,2405.0,1346.0,6373.0,12482.0,10848.0,2475.0,1627.0,8790.0,7061.0,5414.0,5703.0,8703.0,2481.0,626.0
"2050","walk/bike","discretionary","Marina/N. Heights",7184.0,1716.0,7608.0,11155.0,1136.0,204.0,28701.0,3250.0,70.0,54.0,195.0,578.0,45.0,0.0,24.0
"2015","total","mandatory","SoMa",19750.0,10272.0,7018.0,7105.0,10249.0,2773.0,4768.0,2599.0,3698.0,2284.0,2199.0,4024.0,11353.0,18901.0,3403.0
"2050","walk/bike","total","Hill Districts",520.0,288.0,104.0,1424.0,1047.0,2134.0,334.0,306.0,581.0,4857.0,9350.0,6274.0,763.0,0.0,6.0
"2050","walk/bike","total","Outer Mission",401.0,257.0,99.0,328.0,854.0,1951.0,119.0,113.0,2264.0,22828.0,4954.0,4548.0,3747.0,0.0,3.0
"2015","drive","mandatory","North Bay",5336.0,2504.0,3021.0,2570.0,2713.0,746.0,4322.0,2529.0,1248.0,662.0,964.0,3152.0,6435.0,67884.0,650051.0
"2050","total","total","Downtown",255328.0,115974.0,92659.0,64314.0,88287.0,17128.0,48978.0,21111.0,28810.0,15532.0,11409.0,26560.0,47831.0,109474.0,13270.0
"2050","drive","discretionary","Western Market",10367.0,7516.0,4805.0,24996.0,18256.0,6556.0,13639.0,9922.0,6004.0,5136.0,5581.0,14082.0,9287.0,5539.0,3047.0
"2015","total","mandatory","Richmond",10681.0,2701.0,3168.0,4524.0,2586.0,880.0,5627.0,10956.0,959.0,903.0,1916.0,7389.0,5413.0,3859.0,2742.0
"2015","walk/bike","discretionary","Sunset",316.0,124.0,103.0,2033.0,361.0,323.0,516.0,2718.0,81.0,1514.0,2791.0,33775.0,619.0,0.0,14.0
"2050","uber/lyft","total","Bayshore",1410.0,1870.0,666.0,337.0,1193.0,297.0,160.0,28.0,1247.0,290.0,188.0,148.0,321.0,52.0,5.0
"2050","uber/lyft","total","Richmond",1270.0,845.0,774.0,825.0,281.0,58.0,744.0,1083.0,33.0,48.0,76.0,607.0,67.0,22.0,15.0
"2050","uber/lyft","discretionary","Hill Districts",258.0,282.0,119.0,284.0,291.0,204.0,90.0,54.0,93.0,372.0,398.0,566.0,122.0,8.0,1.0
"2050","transit","discretionary","Sunset",5848.0,1273.0,971.0,2042.0,1314.0,559.0,936.0,1254.0,388.0,1060.0,1288.0,7079.0,973.0,625.0,69.0
"2015","walk/bike","mandatory","East Bay",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,264424.0,360.0
"2015","walk/bike","mandatory","Richmond",785.0,171.0,240.0,610.0,171.0,51.0,921.0,3410.0,32.0,45.0,130.0,889.0,60.0,0.0,21.0
"2050","total","mandatory","Sunset",14878.0,7293.0,4170.0,8913.0,8684.0,3679.0,6175.0,9265.0,5430.0,7784.0,10049.0,45146.0,28471.0,9308.0,4092.0
"2050","walk/bike","mandatory","Sunset",684.0,329.0,179.0,979.0,498.0,273.0,571.0,1098.0,196.0,1168.0,1669.0,11870.0,853.0,1.0,26.0
"2015","total","total","Mission/Potrero",55522.0,29006.0,16123.0,32644.0,97939.0,25480.0,13930.0,6511.0,23771.0,12622.0,10707.0,14880.0,31654.0,23771.0,4837.0
"2015","total","mandatory","Sunset",13205.0,4152.0,3658.0,7073.0,5778.0,2918.0,4890.0,7311.0,3050.0,5404.0,7547.0,29947.0,19672.0,6848.0,3265.0
"2015","total","discretionary","Mission/Potrero",28416.0,18715.0,9254.0,23919.0,75975.0,19900.0,8837.0,4001.0,17048.0,9157.0,6441.0,9102.0,15886.0,9104.0,1913.0
"2015","uber/lyft","mandatory","Mission/Potrero",1488.0,570.0,959.0,354.0,397.0,85.0,225.0,56.0,99.0,46.0,100.0,119.0,136.0,77.0,16.0
"2015","total","discretionary","East Bay",18826.0,7656.0,6928.0,5801.0,8796.0,2796.0,4561.0,2457.0,4416.0,2930.0,1941.0,4391.0,157612.0,6372402.0,64677.0
"2050","walk/bike","mandatory","East Bay",0.0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,736.0,386129.0,493.0
"2015","transit","mandatory","Marina/N. Heights",9088.0,1460.0,2501.0,1825.0,1372.0,389.0,1927.0,1022.0,319.0,266.0,578.0,992.0,1044.0,2400.0,489.0
"2050","total","discretionary","East Bay",26089.0,16537.0,8763.0,7117.0,12990.0,3042.0,5282.0,3115.0,6798.0,3610.0,2279.0,5788.0,197771.0,9266278.0,81986.0
"2050","drive","mandatory","North Bay",4035.0,2247.0,2578.0,2740.0,2787.0,712.0,4168.0,2921.0,1288.0,759.0,899.0,3861.0,6689.0,86538.0,830341.0
"2050","walk/bike","discretionary","Bayshore",389.0,393.0,90.0,227.0,2544.0,1855.0,65.0,25.0,25903.0,1582.0,225.0,127.0,962.0,0.0,6.0
"2050","drive","mandatory","Richmond",2957.0,1728.0,1515.0,3332.0,2179.0,764.0,3760.0,7045.0,1090.0,908.0,1315.0,6442.0,5741.0,3259.0,2857.0
"2015","total","total","Marina/N. Heights",44960.0,10267.0,30019.0,34902.0,14191.0,5064.0,68320.0,19147.0,3992.0,3583.0,4523.0,12761.0,11820.0,12915.0,9231.0
"2015","walk/bike","discretionary","Outer Mission",111.0,65.0,22.0,170.0,370.0,1414.0,37.0,35.0,1323.0,14588.0,2369.0,1550.0,2457.0,0.0,2.0
"2015","uber/lyft","total","Marina/N. Heights",4706.0,1170.0,4435.0,2322.0,804.0,203.0,3246.0,519.0,114.0,60.0,137.0,333.0,146.0,124.0,40.0
"2050","transit","discretionary","Western Market",9271.0,2398.0,1923.0,3860.0,2413.0,940.0,2046.0,1383.0,598.0,761.0,871.0,2259.0,629.0,1435.0,142.0
"2015","uber/lyft","discretionary","South Bay",80.0,43.0,61.0,50.0,87.0,51.0,28.0,17.0,89.0,294.0,87.0,197.0,46583.0,162.0,2.0
"2050","total","total","North Bay",13342.0,5310.0,6531.0,6269.0,5491.0,1461.0,9177.0,6623.0,2211.0,1576.0,1760.0,7600.0,10110.0,170370.0,3287457.0
"2015","walk/bike","mandatory","SoMa",6358.0,4137.0,1380.0,1334.0,1860.0,267.0,646.0,180.0,160.0,83.0,111.0,200.0,64.0,15.0,8.0
"2050","uber/lyft","discretionary","Sunset",581.0,503.0,297.0,668.0,419.0,191.0,277.0,499.0,75.0,507.0,570.0,3231.0,429.0,4.0,7.0
"2050","drive","discretionary","Richmond",4928.0,2429.0,2754.0,9807.0,4681.0,1732.0,10408.0,34076.0,1555.0,2520.0,3274.0,21605.0,7448.0,2641.0,3557.0
"2015","transit","discretionary","South Bay",2663.0,503.0,474.0,410.0,657.0,276.0,210.0,107.0,315.0,603.0,264.0,470.0,54109.0,807.0,27.0
"2050","walk/bike","total","Marina/N. Heights",11091.0,2794.0,9737.0,14350.0,1962.0,358.0,34732.0,4349.0,172.0,119.0,347.0,1145.0,133.0,0.0,77.0
"2050","total","discretionary","North Bay",4434.0,1820.0,2750.0,3047.0,2181.0,694.0,4350.0,3474.0,825.0,752.0,773.0,3397.0,3163.0,81700.0,2326942.0
"2015","uber/lyft","total","Western Market",4928.0,1726.0,2605.0,4084.0,1738.0,455.0,2291.0,587.0,217.0,119.0,347.0,730.0,162.0,116.0,33.0
"2015","transit","mandatory","East Bay",48542.0,9214.0,8497.0,2818.0,4309.0,731.0,2543.0,780.0,1003.0,608.0,1098.0,1375.0,7313.0,201176.0,1205.0
"2050","walk/bike","discretionary","Hill Districts",223.0,125.0,35.0,1030.0,598.0,1584.0,178.0,169.0,249.0,3394.0,7360.0,4559.0,352.0,0.0,2.0
"2015","total","total","Richmond",19497.0,5099.0,6960.0,16466.0,6513.0,2739.0,18911.0,63513.0,2068.0,3133.0,5001.0,28773.0,12574.0,6325.0,5963.0
"2015","transit","discretionary","Outer Mission",2542.0,439.0,381.0,524.0,737.0,461.0,230.0,120.0,341.0,1105.0,456.0,653.0,655.0,215.0,22.0
"2050","walk/bike","total","SoMa",37540.0,47583.0,6071.0,8178.0,19431.0,921.0,2571.0,392.0,712.0,215.0,315.0,535.0,200.0,332.0,36.0
"2015","drive","mandatory","Richmond",3517.0,1479.0,1571.0,2886.0,1875.0,682.0,3520.0,6093.0,789.0,729.0,1206.0,5270.0,4920.0,3071.0,2559.0
"2015","walk/bike","total","Sunset",968.0,290.0,252.0,2871.0,739.0,553.0,933.0,3631.0,225.0,2251.0,3911.0,41434.0,1226.0,0.0,38.0
"2050","transit","discretionary","Noe/Glen/Bernal",4115.0,1041.0,704.0,880.0,1326.0,849.0,391.0,156.0,590.0,666.0,405.0,581.0,446.0,387.0,18.0
"2015","total","discretionary","Bayshore",8999.0,4916.0,2819.0,4730.0,16684.0,10866.0,2366.0,1112.0,49080.0,11562.0,4304.0,4735.0,17915.0,4432.0,669.0
"2050","transit","mandatory","North Bay",4698.0,1114.0,1065.0,413.0,474.0,48.0,551.0,195.0,93.0,61.0,79.0,302.0,242.0,1448.0,24764.0
"2015","uber/lyft","discretionary","SoMa",6971.0,4501.0,2807.0,1362.0,1908.0,213.0,817.0,134.0,218.0,66.0,81.0,118.0,57.0,98.0,6.0
"2050","transit","mandatory","Sunset",9339.0,3203.0,1769.0,2494.0,2550.0,816.0,1496.0,1584.0,1355.0,1509.0,2371.0,7570.0,3698.0,2625.0,291.0
"2050","total","discretionary","Hill Districts",5240.0,3016.0,1523.0,7534.0,8186.0,8037.0,2890.0,3654.0,6336.0,16383.0,20191.0,25739.0,15108.0,2214.0,788.0
"2050","total","mandatory","Outer Mission",7928.0,3533.0,1832.0,2129.0,5045.0,2471.0,1542.0,1158.0,5168.0,9418.0,5766.0,7878.0,15542.0,4010.0,785.0
"2015","transit","discretionary","Bayshore",2966.0,587.0,427.0,303.0,818.0,354.0,125.0,39.0,1192.0,400.0,154.0,197.0,342.0,172.0,21.0
"2015","drive","discretionary","SoMa",8082.0,6455.0,3483.0,5237.0,9919.0,2509.0,3197.0,1876.0,4093.0,2131.0,1276.0,2559.0,5929.0,6495.0,1407.0
"2015","transit","mandatory","South Bay",20821.0,4317.0,3325.0,1429.0,2781.0,674.0,1077.0,404.0,1198.0,1069.0,1402.0,1901.0,176459.0,7171.0,115.0
"2015","transit","discretionary","N. Beach/Chinatown",7183.0,1156.0,3852.0,1645.0,1473.0,526.0,2023.0,714.0,448.0,368.0,287.0,650.0,524.0,2072.0,303.0
"2050","uber/lyft","total","Hill Districts",645.0,737.0,313.0,442.0,488.0,275.0,157.0,83.0,169.0,503.0,519.0,731.0,261.0,19.0,4.0
"2015","walk/bike","total","SoMa",21813.0,16028.0,3953.0,4427.0,7372.0,609.0,1538.0,314.0,368.0,139.0,194.0,327.0,107.0,18.0,15.0
"2015","walk/bike","mandatory","Mission/Potrero",3202.0,1956.0,753.0,1862.0,7079.0,1334.0,616.0,181.0,803.0,225.0,377.0,359.0,179.0,0.0,15.0
"2050","walk/bike","total","Richmond",1258.0,370.0,433.0,2671.0,395.0,110.0,4078.0,28042.0,76.0,103.0,303.0,4187.0,98.0,0.0,37.0
"2050","transit","total","N. Beach/Chinatown",16873.0,5898.0,7117.0,4203.0,6835.0,1572.0,4867.0,2068.0,2268.0,1463.0,1170.0,2711.0,4327.0,14581.0,1276.0
"2015","transit","total","Richmond",9064.0,1326.0,1825.0,1874.0,737.0,222.0,2068.0,3358.0,173.0,231.0,685.0,2053.0,511.0,992.0,230.0
"2015","total","total","Downtown",218062.0,56511.0,84822.0,56803.0,55816.0,16176.0,45440.0,19339.0,17749.0,12507.0,9967.0,21860.0,42681.0,81901.0,14752.0
"2050","uber/lyft","mandatory","Bayshore",778.0,974.0,366.0,156.0,398.0,56.0,93.0,18.0,151.0,44.0,84.0,65.0,154.0,45.0,5.0
"2015","total","total","Sunset",22218.0,7472.0,6668.0,22900.0,14393.0,9436.0,12684.0,28688.0,7656.0,20492.0,25127.0,143688.0,52086.0,11091.0,6210.0
"2050","uber/lyft","mandatory","Mission/Potrero",3901.0,4161.0,1614.0,828.0,2046.0,170.0,527.0,116.0,396.0,149.0,183.0,353.0,518.0,339.0,36.0
"2050","transit","discretionary","Mission/Potrero",13061.0,4080.0,2087.0,2425.0,5496.0,1485.0,1074.0,502.0,2085.0,1247.0,865.0,1454.0,1155.0,2224.0,118.0
"2015","drive","total","Marina/N. Heights",14890.0,5431.0,11553.0,17067.0,9823.0,3752.0,27511.0,12812.0,3303.0,2910.0,3280.0,9751.0,10316.0,9763.0,8392.0
"2050","walk/bike","discretionary","Sunset",394.0,216.0,93.0,2327.0,481.0,456.0,608.0,3119.0,126.0,3324.0,4317.0,55688.0,1231.0,0.0,17.0
"2015","drive","mandatory","Marina/N. Heights",5656.0,2351.0,3460.0,4505.0,2965.0,1197.0,6512.0,3473.0,1184.0,956.0,1120.0,3218.0,5273.0,5755.0,4205.0
"2015","uber/lyft","mandatory","SoMa",3254.0,1212.0,1751.0,447.0,612.0,111.0,389.0,94.0,182.0,58.0,85.0,133.0,187.0,269.0,21.0
"2015","total","mandatory","Noe/Glen/Bernal",8816.0,2831.0,1991.0,3051.0,5722.0,4259.0,1858.0,855.0,3395.0,2318.0,2823.0,2914.0,6578.0,3607.0,810.0
"2050","total","mandatory","Noe/Glen/Bernal",8086.0,3820.0,2038.0,3313.0,6933.0,3977.0,1908.0,1020.0,4380.0,2503.0,2966.0,3719.0,7491.0,3928.0,726.0
"2050","walk/bike","mandatory","Bayshore",478.0,310.0,112.0,222.0,1280.0,644.0,95.0,52.0,6728.0,563.0,311.0,187.0,595.0,0.0,3.0
"2050","uber/lyft","total","SoMa",30221.0,26582.0,10553.0,5971.0,13020.0,1283.0,4160.0,883.0,1959.0,572.0,777.0,1405.0,1631.0,1886.0,145.0
"2015","walk/bike","total","N. Beach/Chinatown",35869.0,4458.0,41174.0,3432.0,1906.0,316.0,9740.0,498.0,168.0,66.0,129.0,266.0,80.0,1.0,31.0
"2015","drive","total","East Bay",24931.0,15891.0,11491.0,10637.0,18243.0,5311.0,9687.0,5332.0,10014.0,5475.0,4449.0,9510.0,359392.0,7450865.0,131069.0
"2015","transit","discretionary","Noe/Glen/Bernal",3192.0,607.0,511.0,754.0,976.0,758.0,281.0,97.0,361.0,541.0,330.0,406.0,318.0,241.0,10.0
"2050","uber/lyft","total","East Bay",1425.0,1674.0,813.0,219.0,372.0,24.0,135.0,25.0,35.0,17.0,17.0,47.0,824.0,124284.0,335.0
"2015","transit","discretionary","Downtown",14856.0,5282.0,7622.0,8215.0,8362.0,3143.0,5328.0,2998.0,2849.0,2465.0,1635.0,3620.0,2664.0,8726.0,786.0
"2015","uber/lyft","total","Hill Districts",309.0,146.0,197.0,337.0,259.0,226.0,144.0,78.0,101.0,351.0,417.0,449.0,161.0,8.0,1.0
"2050","uber/lyft","mandatory","SoMa",11102.0,7809.0,4369.0,2001.0,4558.0,459.0,1834.0,470.0,1078.0,257.0,492.0,889.0,1382.0,1453.0,126.0
"2050","drive","mandatory","Marina/N. Heights",4954.0,2780.0,3411.0,4868.0,3591.0,1097.0,6583.0,3682.0,1636.0,1027.0,1148.0,3879.0,5572.0,5803.0,4035.0
"2050","uber/lyft","mandatory","Marina/N. Heights",2421.0,1579.0,1521.0,671.0,538.0,73.0,695.0,168.0,89.0,49.0,66.0,203.0,148.0,135.0,50.0
"2050","total","mandatory","Mission/Potrero",44457.0,25729.0,10622.0,11808.0,39652.0,6819.0,7132.0,3402.0,12209.0,4927.0,5829.0,8559.0,22535.0,22216.0,3114.0
"2015","drive","discretionary","Sunset",4795.0,2457.0,2102.0,11720.0,7284.0,5639.0,6391.0,17398.0,4303.0,12690.0,13684.0,74087.0,31113.0,3910.0,2890.0
"2050","uber/lyft","discretionary","Outer Mission",246.0,288.0,105.0,162.0,340.0,223.0,67.0,36.0,238.0,1013.0,384.0,484.0,389.0,6.0,0.0
"2050","transit","discretionary","Richmond",4356.0,743.0,821.0,1300.0,518.0,156.0,1251.0,2552.0,108.0,186.0,225.0,1335.0,166.0,399.0,79.0
