"year","group_mode","group_purpose","odistrict","downtown","soma","n_beach_and_chinatown","western_market","mission_and_potrero","noe_and_glen_and_bernal","marina_and_n_heights","richmond","bayshore","outer_mission","hill_districts","sunset","south_bay","east_bay","north_bay"
"2050","drive","total","East Bay",25431.0,23993.0,12055.0,11900.0,23482.0,5432.0,9990.0,5989.0,13606.0,6158.0,4396.0,11725.0,433837.0,10622989.0,167092.0
"2015","total","mandatory","Outer Mission",7272.0,2460.0,1676.0,1846.0,3609.0,2330.0,1295.0,932.0,4023.0,7850.0,5325.0,5345.0,11936.0,3427.0,701.0
"2050","walk/bike","discretionary","Richmond",536.0,178.0,221.0,1956.0,185.0,64.0,2998.0,24088.0,25.0,53.0,163.0,3074.0,34.0,0.0,19.0
"2050","drive","total","SoMa",20632.0,26616.0,8573.0,11597.0,28322.0,5237.0,7295.0,4152.0,11562.0,5111.0,3318.0,7043.0,17213.0,24274.0,3914.0
"2050","total","mandatory","SoMa",43160.0,31278.0,12832.0,11410.0,25820.0,3789.0,8167.0,3690.0,7487.0,3356.0,4463.0,7121.0,15950.0,31453.0,3362.0
"2050","total","total","Sunset",27159.0,13322.0,7910.0,27907.0,21565.0,12097.0,15414.0,35466.0,13175.0,32263.0,35693.0,218512.0,74758.0,14982.0,7601.0
"2015","transit","total","South Bay",23484.0,4820.0,3799.0,1839.0,3438.0,950.0,1287.0,511.0,1513.0,1672.0,1666.0,2371.0,230568.0,7978.0,142.0
"2015","transit","discretionary","North Bay",766.0,94.0,254.0,85.0,60.0,11.0,178.0,62.0,13.0,23.0,16.0,39.0,20.0,138.0,6152.0
"2015","total","mandatory","Marina/N. Heights",20298.0,4867.0,9393.0,9392.0,5166.0,1794.0,14362.0,5572.0,1632.0,1311.0,1863.0,4774.0,6499.0,8254.0,4751.0
"2015","walk/bike","mandatory","North Bay",51.0,5.0,18.0,13.0,17.0,1.0,27.0,22.0,2.0,6.0,7.0,23.0,7.0,372.0,83836.0
"2050","drive","total","Sunset",9453.0,6988.0,4170.0,19070.0,15970.0,9741.0,11324.0,27789.0,10963.0,24551.0,25315.0,132508.0,67307.0,11685.0,7181.0
"2050","uber/lyft","discretionary","Western Market",5979.0,3918.0,2517.0,5136.0,2485.0,479.0,2588.0,659.0,177.0,168.0,281.0,668.0,87.0,49.0,11.0
"2050","uber/lyft","discretionary","Noe/Glen/Bernal",576.0,766.0,268.0,468.0,885.0,560.0,182.0,38.0,247.0,210.0,203.0,187.0,76.0,8.0,2.0
"2015","total","discretionary","Outer Mission",5705.0,2633.0,1439.0,4859.0,8683.0,9170.0,2203.0,2173.0,11526.0,41262.0,12351.0,15001.0,30705.0,2932.0,695.0
"2015","walk/bike","discretionary","North Bay",12.0,5.0,10.0,13.0,9.0,2.0,22.0,21.0,4.0,2.0,2.0,9.0,11.0,526.0,286920.0
"2015","walk/bike","mandatory","Western Market",4730.0,1399.0,1100.0,5127.0,1926.0,509.0,2703.0,622.0,177.0,122.0,358.0,886.0,123.0,0.0,16.0
"2050","drive","mandatory","N. Beach/Chinatown",4890.0,2831.0,3804.0,2395.0,3023.0,744.0,3385.0,1504.0,1448.0,728.0,616.0,1737.0,4284.0,6400.0,2504.0
"2015","uber/lyft","discretionary","Western Market",3679.0,1309.0,1764.0,3656.0,1360.0,381.0,1860.0,472.0,120.0,85.0,232.0,531.0,46.0,24.0,7.0
"2015","drive","discretionary","Richmond",4845.0,1789.0,2563.0,8760.0,3474.0,1662.0,9277.0,29131.0,1041.0,2072.0,2743.0,17456.0,6997.0,2253.0,3110.0
"2015","total","total","Western Market",55732.0,17879.0,16767.0,76112.0,32764.0,12861.0,34750.0,16916.0,7382.0,6865.0,10418.0,23348.0,16817.0,14426.0,5732.0
"2050","uber/lyft","discretionary","Mission/Potrero",6101.0,8407.0,2426.0,2540.0,8343.0,927.0,933.0,166.0,820.0,320.0,304.0,424.0,217.0,106.0,4.0
"2015","total","discretionary","Downtown",146239.0,36492.0,53863.0,32605.0,28908.0,7801.0,25561.0,9355.0,9178.0,5772.0,4121.0,9374.0,12428.0,20093.0,4412.0
"2050","transit","total","SoMa",26272.0,10113.0,6106.0,6128.0,13084.0,2517.0,3904.0,2095.0,4504.0,2378.0,3163.0,4350.0,7320.0,22459.0,1206.0
"2015","total","discretionary","Hill Districts",4032.0,1729.0,1182.0,6577.0,6347.0,7206.0,2520.0,3073.0,4204.0,12436.0,16230.0,17599.0,12051.0,1883.0,768.0
"2015","total","discretionary","Marina/N. Heights",24662.0,5400.0,20626.0,25510.0,9025.0,3270.0,53958.0,13575.0,2360.0,2272.0,2660.0,7987.0,5321.0,4661.0,4480.0
"2050","uber/lyft","total","South Bay",1250.0,1512.0,719.0,347.0,754.0,165.0,193.0,54.0,341.0,529.0,276.0,702.0,112899.0,930.0,15.0
"2050","transit","total","Noe/Glen/Bernal",9261.0,2520.0,1652.0,1631.0,2702.0,1275.0,879.0,343.0,1256.0,1119.0,1142.0,1429.0,1278.0,1555.0,61.0
"2015","uber/lyft","total","Sunset",653.0,246.0,433.0,723.0,326.0,188.0,344.0,426.0,80.0,326.0,441.0,1987.0,356.0,30.0,11.0
"2015","drive","total","Richmond",8362.0,3268.0,4134.0,11646.0,5349.0,2344.0,12797.0,35224.0,1830.0,2801.0,3949.0,22726.0,11917.0,5324.0,5669.0
"2050","uber/lyft","discretionary","N. Beach/Chinatown",16367.0,6111.0,15572.0,2584.0,2419.0,283.0,4083.0,441.0,332.0,114.0,115.0,305.0,122.0,243.0,24.0
"2015","transit","mandatory","N. Beach/Chinatown",9321.0,1649.0,3592.0,2261.0,2706.0,779.0,2252.0,1052.0,1189.0,726.0,900.0,1381.0,3222.0,8111.0,1186.0
"2015","total","discretionary","Sunset",9013.0,3320.0,3010.0,15827.0,8615.0,6518.0,7794.0,21377.0,4606.0,15088.0,17580.0,113741.0,32414.0,4243.0,2945.0
"2050","transit","mandatory","Outer Mission",5302.0,1492.0,927.0,572.0,1217.0,459.0,440.0,189.0,828.0,1058.0,1174.0,1522.0,1531.0,1033.0,55.0
"2050","walk/bike","mandatory","Hill Districts",297.0,163.0,69.0,394.0,449.0,550.0,156.0,137.0,332.0,1463.0,1990.0,1715.0,411.0,0.0,4.0
"2015","total","mandatory","East Bay",63548.0,19258.0,15438.0,8625.0,14864.0,3544.0,8397.0,3872.0,6845.0,3377.0,3771.0,6857.0,211263.0,2578959.0,68870.0
"2050","transit","mandatory","Downtown",18097.0,13527.0,9074.0,11953.0,26760.0,4772.0,8854.0,5900.0,7469.0,4819.0,3816.0,8473.0,21222.0,66507.0,4274.0
"2050","drive","mandatory","South Bay",9416.0,8559.0,4384.0,7257.0,17636.0,6349.0,5676.0,5807.0,20715.0,12936.0,8606.0,23854.0,3041023.0,236468.0,6489.0
"2050","drive","discretionary","South Bay",11224.0,8944.0,4707.0,9349.0,21438.0,10065.0,5465.0,7353.0,29659.0,34868.0,14018.0,42689.0,6948036.0,198158.0,3175.0
"2050","total","mandatory","Western Market",25181.0,11378.0,7254.0,16029.0,11805.0,3260.0,11133.0,5459.0,3529.0,2069.0,3960.0,8790.0,9455.0,11004.0,3137.0
"2050","total","total","Richmond",21276.0,7544.0,7572.0,19309.0,9042.0,3010.0,21590.0,74386.0,3116.0,3955.0,5765.0,35753.0,14285.0,7623.0,6721.0
"2050","total","mandatory","Downtown",81679.0,42489.0,31729.0,24799.0,43655.0,7774.0,20405.0,10229.0,12585.0,7363.0,6025.0,13805.0,31682.0,81831.0,8416.0
"2050","total","total","Hill Districts",11667.0,7532.0,3290.0,11699.0,14063.0,11063.0,5039.0,5679.0,10502.0,22234.0,26300.0,35851.0,25871.0,5729.0,1714.0
"2015","drive","total","Hill Districts",3810.0,2337.0,1436.0,6588.0,7488.0,6957.0,3239.0,3922.0,5643.0,11981.0,12265.0,18072.0,18906.0,4420.0,1676.0
"2015","total","mandatory","Downtown",71823.0,20019.0,30959.0,24198.0,26908.0,8375.0,19879.0,9984.0,8571.0,6735.0,5846.0,12486.0,30253.0,61808.0,10340.0
"2015","walk/bike","total","Western Market",14844.0,4558.0,3557.0,37500.0,8495.0,2556.0,12142.0,2529.0,353.0,297.0,1367.0,3090.0,188.0,0.0,25.0
"2050","total","mandatory","South Bay",32825.0,16455.0,8679.0,9675.0,23329.0,7418.0,7508.0,6629.0,23711.0,15443.0,10788.0,28715.0,3704181.0,258640.0,6739.0
"2015","uber/lyft","total","North Bay",53.0,21.0,99.0,33.0,11.0,3.0,37.0,15.0,2.0,4.0,2.0,14.0,7.0,201.0,15826.0
"2050","walk/bike","discretionary","East Bay",1.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1396291.0,705.0
"2015","uber/lyft","discretionary","East Bay",110.0,100.0,115.0,26.0,29.0,6.0,24.0,2.0,7.0,2.0,1.0,2.0,161.0,54639.0,109.0
"2015","total","mandatory","Western Market",24354.0,7070.0,6616.0,13349.0,8688.0,2995.0,9443.0,4440.0,2499.0,1802.0,3640.0,6853.0,7993.0,8511.0,2837.0
"2015","walk/bike","total","Marina/N. Heights",10931.0,1598.0,9673.0,11914.0,1519.0,394.0,33246.0,3764.0,129.0,102.0,269.0,981.0,88.0,0.0,49.0
"2050","transit","total","Western Market",21868.0,6028.0,4409.0,6422.0,5681.0,1675.0,4152.0,2668.0,1475.0,1325.0,2502.0,4652.0,2635.0,6171.0,524.0
"2050","total","mandatory","Marina/N. Heights",20802.0,8144.0,9693.0,10994.0,7181.0,1793.0,15731.0,6252.0,2416.0,1573.0,2122.0,6110.0,7347.0,9757.0,4649.0
"2015","drive","mandatory","Bayshore",2931.0,1953.0,1140.0,1717.0,4819.0,2349.0,1201.0,778.0,8075.0,2908.0,1853.0,2322.0,12925.0,5802.0,1196.0
"2015","total","discretionary","South Bay",12114.0,6266.0,4417.0,8559.0,15460.0,9090.0,5254.0,6877.0,17816.0,30480.0,11915.0,31388.0,5531636.0,160686.0,2940.0
"2015","total","discretionary","Noe/Glen/Bernal",7565.0,3554.0,2201.0,9556.0,19246.0,22447.0,3163.0,1825.0,11161.0,9270.0,7379.0,6593.0,9219.0,2727.0,641.0
"2050","drive","mandatory","Noe/Glen/Bernal",1972.0,1618.0,771.0,1879.0,3932.0,2007.0,1184.0,763.0,2932.0,1650.0,1596.0,2515.0,6414.0,2726.0,676.0
"2050","drive","mandatory","Hill Districts",1525.0,1336.0,629.0,1911.0,2824.0,1664.0,1161.0,1290.0,2571.0,3003.0,2885.0,5859.0,8583.0,2420.0,844.0
"2050","drive","total","Richmond",7885.0,4157.0,4269.0,13139.0,6860.0,2496.0,14168.0,41121.0,2645.0,3428.0,4589.0,28047.0,13189.0,5900.0,6414.0
"2015","walk/bike","discretionary","Bayshore",299.0,205.0,96.0,150.0,1645.0,1709.0,57.0,17.0,14811.0,1259.0,191.0,86.0,592.0,0.0,4.0
"2015","total","total","South Bay",43603.0,18229.0,12787.0,16706.0,31663.0,15640.0,11967.0,12332.0,32475.0,42410.0,21327.0,51296.0,8177694.0,368921.0,9221.0
"2050","drive","total","N. Beach/Chinatown",15390.0,8350.0,15367.0,7364.0,9911.0,2253.0,11886.0,4383.0,4713.0,2164.0,1589.0,4124.0,8902.0,12320.0,5106.0
"2015","walk/bike","discretionary","Downtown",90819.0,16028.0,23962.0,10167.0,5865.0,599.0,7035.0,687.0,324.0,121.0,184.0,364.0,76.0,0.0,18.0
"2050","transit","mandatory","Noe/Glen/Bernal",5146.0,1479.0,948.0,751.0,1376.0,426.0,488.0,187.0,666.0,453.0,737.0,848.0,832.0,1168.0,43.0
"2050","uber/lyft","discretionary","North Bay",22.0,14.0,26.0,7.0,3.0,0.0,16.0,6.0,0.0,1.0,0.0,5.0,0.0,168.0,16847.0
"2050","drive","discretionary","Marina/N. Heights",9196.0,4625.0,8261.0,13622.0,8437.0,2580.0,20830.0,10601.0,2864.0,2305.0,2348.0,7594.0,5294.0,4513.0,4480.0
"2015","total","discretionary","Western Market",31378.0,10809.0,10151.0,62763.0,24076.0,9866.0,25307.0,12476.0,4883.0,5063.0,6778.0,16495.0,8824.0,5915.0,2895.0
"2050","total","discretionary","South Bay",15815.0,10282.0,5506.0,10062.0,22810.0,10670.0,5825.0,7558.0,31293.0,38775.0,14858.0,45229.0,8152973.0,201559.0,3226.0
"2015","walk/bike","mandatory","N. Beach/Chinatown",11405.0,1628.0,8849.0,1099.0,765.0,156.0,2257.0,250.0,80.0,51.0,81.0,156.0,58.0,0.0,16.0
"2050","transit","discretionary","N. Beach/Chinatown",8157.0,2522.0,3805.0,1885.0,2144.0,716.0,2364.0,902.0,883.0,618.0,384.0,1041.0,785.0,3273.0,314.0
"2050","walk/bike","mandatory","Outer Mission",268.0,128.0,52.0,122.0,321.0,367.0,61.0,52.0,612.0,3242.0,1553.0,1145.0,926.0,0.0,2.0
"2050","total","total","Noe/Glen/Bernal",16913.0,9665.0,4607.0,13257.0,30330.0,27335.0,5277.0,3017.0,18515.0,13571.0,11159.0,12271.0,18293.0,6947.0,1401.0
"2050","uber/lyft","mandatory","East Bay",1060.0,1273.0,580.0,170.0,280.0,18.0,111.0,23.0,26.0,13.0,13.0,35.0,607.0,24804.0,164.0
"2015","transit","discretionary","Sunset",3619.0,624.0,623.0,1569.0,761.0,413.0,660.0,916.0,185.0,644.0,768.0,4197.0,496.0,327.0,39.0
"2015","uber/lyft","discretionary","Downtown",23451.0,7061.0,12547.0,3812.0,2774.0,334.0,3282.0,442.0,272.0,105.0,128.0,294.0,89.0,143.0,11.0
"2015","total","discretionary","SoMa",35778.0,24434.0,10051.0,11274.0,19299.0,3694.0,5523.0,2481.0,5139.0,2753.0,1740.0,3493.0,6655.0,8385.0,1512.0
"2050","walk/bike","discretionary","South Bay",81.0,71.0,19.0,80.0,153.0,136.0,36.0,32.0,924.0,2634.0,333.0,1180.0,1015559.0,611.0,13.0
"2015","walk/bike","total","Outer Mission",349.0,144.0,67.0,278.0,590.0,1753.0,89.0,73.0,1894.0,17230.0,3704.0,2318.0,3245.0,0.0,7.0
"2050","drive","total","Hill Districts",3752.0,3340.0,1601.0,7333.0,9368.0,7517.0,3442.0,4510.0,8324.0,14985.0,14763.0,25205.0,22827.0,4355.0,1612.0
"2015","total","total","Bayshore",17931.0,8846.0,5610.0,7288.0,23632.0,14295.0,4023.0,2062.0,63915.0,15600.0,7068.0,7773.0,32452.0,11225.0,1931.0
"2015","uber/lyft","total","SoMa",10225.0,5713.0,4558.0,1809.0,2520.0,324.0,1206.0,228.0,400.0,124.0,166.0,251.0,244.0,367.0,27.0
"2050","walk/bike","mandatory","Richmond",722.0,192.0,212.0,715.0,210.0,46.0,1080.0,3954.0,51.0,50.0,140.0,1113.0,64.0,0.0,18.0
"2050","total","mandatory","North Bay",8908.0,3490.0,3781.0,3222.0,3310.0,767.0,4827.0,3149.0,1386.0,824.0,987.0,4203.0,6947.0,88670.0,960515.0
"2015","walk/bike","total","East Bay",1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0,1147464.0,898.0
"2050","walk/bike","total","Bayshore",867.0,703.0,202.0,449.0,3824.0,2499.0,160.0,77.0,32631.0,2145.0,536.0,314.0,1557.0,0.0,9.0
"2050","walk/bike","total","Sunset",1078.0,545.0,272.0,3306.0,979.0,729.0,1179.0,4217.0,322.0,4492.0,5986.0,67558.0,2084.0,1.0,43.0
"2015","drive","discretionary","South Bay",9305.0,5683.0,3857.0,8048.0,14599.0,8639.0,4995.0,6713.0,16840.0,27293.0,11295.0,30109.0,4803633.0,159342.0,2899.0
"2015","transit","discretionary","Mission/Potrero",8365.0,1747.0,1461.0,1651.0,3176.0,1182.0,664.0,257.0,956.0,888.0,585.0,925.0,795.0,977.0,74.0
"2050","total","total","N. Beach/Chinatown",91869.0,31305.0,83289.0,19384.0,23592.0,4572.0,32362.0,7695.0,7913.0,3942.0,3193.0,7871.0,14038.0,27811.0,6570.0
"2050","total","total","East Bay",110406.0,48484.0,27382.0,18385.0,35386.0,7040.0,15099.0,7830.0,16201.0,7558.0,5839.0,15105.0,460012.0,12983655.0,170323.0
"2015","total","mandatory","N. Beach/Chinatown",31207.0,7210.0,19669.0,6585.0,6930.0,1899.0,9373.0,3031.0,2680.0,1595.0,1752.0,3460.0,8073.0,15244.0,4172.0
"2050","drive","mandatory","Sunset",3995.0,2951.0,1791.0,5113.0,5303.0,2529.0,3906.0,6460.0,3807.0,4963.0,5846.0,25140.0,23653.0,6640.0,3765.0
"2015","drive","discretionary","Outer Mission",2961.0,2075.0,991.0,4069.0,7427.0,7095.0,1909.0,1997.0,9696.0,24899.0,9264.0,12557.0,27303.0,2715.0,671.0
"2015","transit","total","North Bay",6417.0,1105.0,1538.0,411.0,380.0,70.0,722.0,234.0,79.0,63.0,75.0,215.0,146.0,1323.0,27967.0
"2050","total","mandatory","East Bay",84317.0,31947.0,18619.0,11268.0,22396.0,3998.0,9817.0,4715.0,9403.0,3948.0,3560.0,9317.0,262241.0,3717377.0,88337.0
"2050","uber/lyft","mandatory","South Bay",1052.0,1267.0,596.0,261.0,554.0,88.0,163.0,33.0,161.0,116.0,146.0,288.0,27325.0,707.0,14.0
"2050","total","discretionary","Noe/Glen/Bernal",8827.0,5845.0,2569.0,9944.0,23397.0,23358.0,3369.0,1997.0,14135.0,11068.0,8193.0,8552.0,10802.0,3019.0,675.0
"2015","uber/lyft","mandatory","Outer Mission",105.0,55.0,72.0,29.0,49.0,14.0,35.0,9.0,26.0,23.0,107.0,66.0,70.0,6.0,2.0
"2050","walk/bike","mandatory","Mission/Potrero",4932.0,5053.0,1021.0,2240.0,12165.0,1417.0,779.0,194.0,1280.0,309.0,462.0,504.0,328.0,0.0,7.0
"2015","drive","discretionary","North Bay",3279.0,1280.0,2378.0,2503.0,1758.0,609.0,3879.0,2992.0,619.0,655.0,728.0,2817.0,2820.0,63110.0,1509459.0
"2015","uber/lyft","mandatory","Hill Districts",181.0,71.0,114.0,101.0,103.0,51.0,59.0,25.0,49.0,99.0,72.0,111.0,73.0,5.0,1.0
"2050","drive","total","Noe/Glen/Bernal",5516.0,5024.0,2215.0,8417.0,19572.0,13330.0,3767.0,2490.0,14248.0,10173.0,7523.0,9838.0,16531.0,5350.0,1328.0
"2050","walk/bike","discretionary","Downtown",99337.0,27493.0,24360.0,12300.0,8773.0,623.0,7319.0,641.0,431.0,146.0,200.0,406.0,95.0,2.0,27.0
"2015","uber/lyft","mandatory","Richmond",309.0,81.0,221.0,118.0,45.0,12.0,95.0,70.0,11.0,14.0,30.0,97.0,31.0,9.0,4.0
"2015","uber/lyft","total","Richmond",730.0,208.0,551.0,589.0,142.0,44.0,497.0,864.0,17.0,26.0,89.0,452.0,54.0,9.0,16.0
"2015","drive","total","North Bay",8615.0,3784.0,5399.0,5073.0,4471.0,1355.0,8201.0,5521.0,1867.0,1317.0,1692.0,5969.0,9255.0,130994.0,2159510.0
"2050","walk/bike","mandatory","Downtown",38245.0,11779.0,10417.0,4961.0,5218.0,581.0,3929.0,738.0,493.0,253.0,324.0,654.0,246.0,0.0,44.0
"2050","drive","discretionary","Outer Mission",3773.0,3469.0,1419.0,5133.0,11158.0,8406.0,2230.0,2550.0,14804.0,33151.0,12010.0,19224.0,35049.0,3274.0,742.0
"2015","total","total","Outer Mission",12977.0,5093.0,3115.0,6705.0,12292.0,11500.0,3498.0,3105.0,15549.0,49112.0,17676.0,20346.0,42641.0,6359.0,1396.0
"2015","transit","total","East Bay",56906.0,10647.0,10315.0,3676.0,5311.0,1001.0,3154.0,982.0,1227.0,823.0,1251.0,1716.0,8163.0,285504.0,1365.0
"2050","total","total","Western Market",63353.0,31758.0,19429.0,86926.0,43002.0,13407.0,40741.0,19505.0,10569.0,8360.0,11768.0,28279.0,19549.0,18027.0,6357.0
"2050","drive","mandatory","Downtown",8860.0,6533.0,4721.0,5218.0,7589.0,1973.0,4920.0,2968.0,3763.0,2009.0,1448.0,3730.0,9026.0,14044.0,3932.0
"2050","transit","mandatory","Western Market",12597.0,3630.0,2486.0,2562.0,3268.0,735.0,2106.0,1285.0,877.0,564.0,1631.0,2393.0,2006.0,4736.0,382.0
"2050","drive","mandatory","Outer Mission",2119.0,1685.0,757.0,1373.0,3371.0,1617.0,994.0,903.0,3674.0,5051.0,2915.0,5080.0,12974.0,2964.0,727.0
"2015","uber/lyft","total","N. Beach/Chinatown",17756.0,4526.0,15876.0,2765.0,2373.0,377.0,4494.0,535.0,497.0,113.0,209.0,456.0,350.0,615.0,106.0
"2050","walk/bike","total","North Bay",64.0,27.0,37.0,42.0,16.0,6.0,68.0,45.0,9.0,4.0,7.0,44.0,20.0,1179.0,472294.0
"2050","uber/lyft","discretionary","Marina/N. Heights",4340.0,2195.0,4044.0,2606.0,935.0,173.0,3301.0,537.0,68.0,65.0,84.0,270.0,37.0,40.0,21.0
"2050","drive","discretionary","Noe/Glen/Bernal",3544.0,3406.0,1444.0,6538.0,15640.0,11323.0,2583.0,1727.0,11316.0,8523.0,5927.0,7323.0,10117.0,2624.0,652.0
"2015","uber/lyft","mandatory","Marina/N. Heights",1559.0,393.0,1220.0,431.0,231.0,45.0,439.0,107.0,58.0,33.0,57.0,110.0,115.0,99.0,33.0
"2050","walk/bike","total","Western Market",17640.0,8704.0,4180.0,43025.0,10233.0,2747.0,14699.0,2804.0,490.0,348.0,1442.0,3498.0,221.0,0.0,41.0
"2050","total","discretionary","Richmond",10529.0,3784.0,4260.0,13702.0,5559.0,1996.0,15236.0,61714.0,1707.0,2792.0,3712.0,26512.0,7672.0,3044.0,3658.0
"2015","drive","mandatory","N. Beach/Chinatown",4892.0,2175.0,3777.0,2320.0,2424.0,788.0,3558.0,1505.0,1105.0,755.0,637.0,1653.0,4490.0,6631.0,2885.0
"2015","transit","mandatory","Western Market",12987.0,2296.0,2360.0,2172.0,1933.0,627.0,1776.0,865.0,552.0,451.0,1464.0,1714.0,1445.0,2742.0,301.0
"2015","transit","total","Outer Mission",7321.0,1379.0,1186.0,995.0,1538.0,824.0,498.0,251.0,871.0,2031.0,1614.0,1766.0,1751.0,836.0,67.0
"2015","walk/bike","mandatory","South Bay",190.0,69.0,61.0,125.0,187.0,133.0,62.0,58.0,371.0,770.0,344.0,589.0,217030.0,411.0,7.0
"2015","drive","mandatory","Downtown",8869.0,4866.0,4820.0,5632.0,5937.0,2332.0,5628.0,3376.0,2786.0,2011.0,1639.0,3922.0,9664.0,14931.0,5029.0
"2050","uber/lyft","mandatory","Hill Districts",387.0,455.0,194.0,158.0,197.0,71.0,67.0,29.0,76.0,131.0,121.0,165.0,139.0,11.0,3.0
"2015","walk/bike","total","South Bay",256.0,106.0,86.0,176.0,304.0,257.0,83.0,98.0,943.0,3060.0,613.0,1201.0,844341.0,786.0,19.0
"2050","total","mandatory","Hill Districts",6427.0,4516.0,1767.0,4165.0,5877.0,3026.0,2149.0,2025.0,4166.0,5851.0,6109.0,10112.0,10763.0,3515.0,926.0
"2015","uber/lyft","mandatory","East Bay",426.0,249.0,444.0,87.0,77.0,22.0,93.0,13.0,13.0,7.0,11.0,20.0,388.0,12889.0,106.0
"2015","uber/lyft","discretionary","Hill Districts",128.0,75.0,83.0,236.0,156.0,175.0,85.0,53.0,52.0,252.0,345.0,338.0,88.0,3.0,0.0
"2015","total","total","East Bay",82374.0,26914.0,22366.0,14426.0,23660.0,6340.0,12958.0,6329.0,11261.0,6307.0,5712.0,11248.0,368875.0,8951361.0,133547.0
"2015","walk/bike","mandatory","Noe/Glen/Bernal",661.0,294.0,149.0,516.0,1346.0,1640.0,184.0,42.0,636.0,359.0,557.0,221.0,140.0,0.0,2.0
"2050","total","mandatory","Richmond",10747.0,3760.0,3312.0,5607.0,3483.0,1014.0,6354.0,12672.0,1409.0,1163.0,2053.0,9241.0,6613.0,4579.0,3063.0
"2050","uber/lyft","mandatory","Noe/Glen/Bernal",388.0,405.0,173.0,146.0,176.0,36.0,67.0,20.0,60.0,25.0,75.0,62.0,78.0,34.0,3.0
"2015","walk/bike","total","Richmond",1341.0,297.0,450.0,2357.0,285.0,129.0,3549.0,24067.0,48.0,75.0,278.0,3542.0,92.0,0.0,48.0
"2015","uber/lyft","mandatory","South Bay",354.0,184.0,298.0,133.0,129.0,55.0,111.0,29.0,72.0,70.0,87.0,178.0,14260.0,457.0,4.0
"2050","transit","total","Outer Mission",9084.0,2426.0,1495.0,1309.0,2307.0,1096.0,767.0,373.0,1446.0,2485.0,1813.0,2564.0,2453.0,1360.0,75.0
"2050","uber/lyft","discretionary","Richmond",709.0,434.0,464.0,639.0,175.0,44.0,579.0,998.0,19.0,33.0,50.0,498.0,24.0,4.0,3.0
"2050","uber/lyft","mandatory","N. Beach/Chinatown",6864.0,3868.0,3703.0,1206.0,1678.0,178.0,1552.0,322.0,385.0,108.0,210.0,434.0,621.0,666.0,130.0
"2050","uber/lyft","mandatory","Downtown",16477.0,10650.0,7517.0,2667.0,4088.0,448.0,2702.0,623.0,860.0,282.0,437.0,948.0,1188.0,1280.0,166.0
"2050","drive","mandatory","Mission/Potrero",7636.0,7765.0,3041.0,5447.0,16214.0,3853.0,3613.0,2159.0,7738.0,3250.0,2825.0,5203.0,16951.0,12565.0,2615.0
"2015","transit","mandatory","Mission/Potrero",16546.0,3274.0,2766.0,1978.0,4602.0,887.0,1341.0,464.0,1220.0,769.0,1574.0,1405.0,2719.0,4170.0,307.0
"2050","total","discretionary","N. Beach/Chinatown",60416.0,18725.0,63941.0,12260.0,13054.0,2671.0,22696.0,4481.0,4588.0,2215.0,1514.0,3855.0,5546.0,9436.0,2954.0
"2015","uber/lyft","discretionary","N. Beach/Chinatown",12167.0,2768.0,12425.0,1860.0,1338.0,201.0,3188.0,311.0,191.0,50.0,75.0,186.0,47.0,113.0,21.0
"2050","uber/lyft","total","North Bay",154.0,125.0,144.0,51.0,46.0,2.0,75.0,17.0,2.0,4.0,4.0,16.0,9.0,379.0,21333.0
"2050","walk/bike","discretionary","North Bay",21.0,9.0,17.0,17.0,10.0,1.0,19.0,23.0,6.0,3.0,2.0,15.0,13.0,706.0,371370.0
"2015","walk/bike","total","Noe/Glen/Bernal",1242.0,631.0,296.0,2540.0,6573.0,11995.0,444.0,108.0,2470.0,1835.0,2017.0,574.0,280.0,0.0,5.0
"2015","uber/lyft","discretionary","Bayshore",278.0,223.0,184.0,109.0,353.0,179.0,51.0,4.0,558.0,157.0,59.0,42.0,83.0,4.0,0.0
"2050","drive","total","Downtown",29154.0,21114.0,15501.0,16543.0,24103.0,5862.0,14615.0,8214.0,12602.0,6001.0,3800.0,9622.0,20681.0,26557.0,7644.0
"2015","total","total","North Bay",15148.0,4920.0,7064.0,5543.0,4888.0,1431.0,9009.0,5813.0,1954.0,1392.0,1778.0,6230.0,9426.0,133416.0,2574059.0
"2015","drive","discretionary","Downtown",17113.0,8121.0,9732.0,10411.0,11907.0,3725.0,9916.0,5228.0,5733.0,3081.0,2174.0,5096.0,9599.0,11224.0,3597.0
"2015","drive","mandatory","Hill Districts",1737.0,1081.0,679.0,1751.0,2305.0,1621.0,1170.0,1208.0,1830.0,2663.0,2704.0,4473.0,7509.0,2684.0,924.0
"2015","drive","total","Outer Mission",5111.0,3461.0,1745.0,5307.0,9966.0,8709.0,2849.0,2751.0,12592.0,29158.0,11989.0,15955.0,37285.0,5515.0,1320.0
"2015","transit","mandatory","SoMa",5197.0,1316.0,1741.0,2286.0,3262.0,984.0,1382.0,845.0,1537.0,858.0,988.0,1494.0,4140.0,8870.0,980.0
"2015","uber/lyft","total","Outer Mission",196.0,109.0,117.0,125.0,198.0,214.0,62.0,30.0,192.0,693.0,369.0,307.0,360.0,8.0,2.0
